Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
920.660	16.447	912.511
920.700	20.026	912.549
920.740	23.427	912.589
920.780	25.377	912.630
920.820	25.885	912.671
920.860	25.651	912.708
920.900	23.791	912.748
920.940	20.891	912.790
920.980	17.413	912.830
921.020	12.717	912.871
921.060	7.468	912.913
921.100	2.056	912.952
921.140	-3.655	912.992
921.180	-9.418	913.033
921.220	-15.036	913.072
921.260	-19.575	913.111
921.300	-23.455	913.152
921.340	-26.935	913.192
921.380	-28.995	913.232
921.420	-30.146	913.273
921.460	-30.062	913.312
921.500	-28.173	913.351
921.540	-25.867	913.393
921.580	-21.957	913.430
921.620	-17.732	913.468
921.660	-12.807	913.509
921.700	-7.077	913.551
921.740	-1.075	913.594
921.780	4.668	913.629
921.820	9.974	913.669
921.860	15.007	913.709
921.900	19.362	913.753
921.940	22.891	913.792
921.980	25.112	913.829
922.020	26.259	913.869
922.060	26.097	913.912
922.100	24.865	913.951
922.140	22.496	913.992
922.180	18.820	914.031
922.220	14.554	914.069
922.260	9.691	914.111
922.300	4.124	914.152
922.340	-1.473	914.190
922.380	-6.808	914.231
922.420	-11.984	914.268
922.460	-16.788	914.310
922.500	-20.826	914.350
922.540	-23.629	914.389
922.580	-25.661	914.429
922.620	-26.188	914.466
922.660	-25.654	914.508
922.700	-23.971	914.549
922.740	-21.091	914.588
922.780	-17.169	914.630
922.820	-12.666	914.667
922.860	-7.072	914.707
922.900	-1.617	914.749
922.940	4.467	914.787
922.980	10.037	914.826
923.020	15.559	914.872
923.060	20.368	914.910
923.100	24.761	914.950
923.140	27.817	914.988
923.180	29.723	915.028
923.220	30.220	915.068
923.260	29.364	915.107
923.300	27.489	915.147
923.340	24.155	915.189
923.380	19.949	915.227
923.420	14.671	915.269
923.460	8.510	915.309
923.500	2.289	915.350
923.540	-4.419	915.391
923.580	-10.542	915.429
923.620	-17.011	915.465
923.660	-22.286	915.503
923.700	-27.005	915.549
923.740	-30.679	915.590
923.780	-32.904	915.630
923.820	-34.228	915.669
923.860	-34.116	915.706
923.900	-32.887	915.746
923.940	-30.284	915.785
923.980	-26.159	915.827
924.020	-21.631	915.869
924.060	-15.947	915.908
924.100	-10.003	915.953
924.140	-3.414	915.990
924.180	2.880	916.026
924.220	9.284	916.067
924.260	15.161	916.108
924.300	20.261	916.149
924.340	24.141	916.189
924.380	27.124	916.224
924.420	28.973	916.269
924.460	29.055	916.308
924.500	27.930	916.348
924.540	25.950	916.388
924.580	22.224	916.426
924.620	17.903	916.470
924.660	12.450	916.509
924.700	6.661	916.547
924.740	0.613	916.589
924.780	-5.438	916.631
924.820	-11.395	916.668
924.860	-16.825	916.709
924.900	-21.473	916.751
924.940	-25.528	916.791
924.980	-27.958	916.829
925.020	-29.396	916.868
925.060	-29.538	916.908
925.100	-28.343	916.949
925.140	-26.108	916.991
925.180	-22.131	917.034
925.220	-17.649	917.071
925.260	-12.446	917.109
925.300	-6.533	917.148
925.340	-0.029	917.187
925.380	6.037	917.228
925.420	12.371	917.271
925.460	18.498	917.312
925.500	23.249	917.353
925.540	27.286	917.391
925.580	30.393	917.427
925.620	32.001	917.472
925.660	32.621	917.510
925.700	31.602	917.550
925.740	29.846	917.588
925.780	26.490	917.630
925.820	22.014	917.670
925.860	16.785	917.709
925.900	11.287	917.751
925.940	4.979	917.794
925.980	-1.116	917.830
926.020	-7.113	917.871
926.060	-12.378	917.909
926.100	-17.363	917.953
926.140	-21.226	917.991
926.180	-24.079	918.030
926.220	-25.970	918.071
926.260	-26.294	918.112
926.300	-25.364	918.152
926.340	-23.673	918.190
926.380	-20.358	918.232
926.420	-16.683	918.273
926.460	-12.052	918.311
926.500	-6.686	918.352
926.540	-1.457	918.392
926.580	4.546	918.434
926.620	9.727	918.473
926.660	14.697	918.514
926.700	18.939	918.549
926.740	22.542	918.589
926.780	24.710	918.630
926.820	26.036	918.672
926.860	26.240	918.710
926.900	25.087	918.754
926.940	22.681	918.796
926.980	19.224	918.831
927.020	14.444	918.875
927.060	9.388	918.913
927.100	3.708	918.950
927.140	-2.075	918.990
927.180	-8.113	919.032
927.220	-13.675	919.073
927.260	-18.700	919.115
927.300	-23.586	919.155
927.340	-27.271	919.192
927.380	-29.993	919.231
927.420	-31.163	919.275
927.460	-31.657	919.307
927.500	-30.530	919.352
927.540	-28.223	919.391
927.580	-24.761	919.432
927.620	-19.971	919.472
927.660	-14.999	919.509
927.700	-9.258	919.549
927.740	-2.896	919.590
927.780	3.528	919.633
927.820	9.630	919.668
927.860	14.701	919.712
927.900	19.753	919.751
927.940	24.127	919.792
927.980	26.960	919.832
928.020	28.593	919.871
928.060	29.191	919.909
928.100	28.511	919.952
928.140	26.550	919.992
928.180	23.432	920.030
928.220	19.267	920.071
928.260	13.959	920.112
928.300	8.578	920.150
928.340	2.475	920.188
928.380	-3.252	920.232
928.420	-8.888	920.273
928.460	-14.123	920.311
928.500	-18.870	920.349
928.540	-22.909	920.393
928.580	-25.490	920.429
928.620	-27.152	920.471
928.660	-27.367	920.509
928.700	-26.327	920.550
928.740	-24.153	920.591
928.780	-20.810	920.631
928.820	-16.710	920.670
928.860	-11.201	920.711
928.900	-5.716	920.752
928.940	0.109	920.793
928.980	6.350	920.830
929.020	12.286	920.868
929.060	18.030	920.910
929.100	22.821	920.951
929.140	26.966	920.988
929.180	29.714	921.029
929.220	31.389	921.070
929.260	31.937	921.108
929.300	30.822	921.145
929.340	28.627	921.189
929.380	25.474	921.228
929.420	21.144	921.269
929.460	15.743	921.312
929.500	9.966	921.351
929.540	3.243	921.388
929.580	-3.019	921.429
929.620	-9.458	921.470
929.660	-15.725	921.509
929.700	-20.907	921.551
929.740	-25.609	921.588
929.780	-29.170	921.633
929.820	-31.375	921.671
929.860	-32.480	921.712
929.900	-32.025	921.747
929.940	-30.719	921.792
929.980	-27.945	921.829
930.020	-24.207	921.870
930.060	-19.598	921.911
930.100	-14.148	921.949
930.140	-8.520	921.988
930.180	-2.359	922.029
930.220	3.419	922.068
930.260	9.210	922.111
930.300	14.426	922.151
930.340	19.070	922.189
930.380	22.517	922.231
930.420	24.654	922.272
930.460	25.896	922.309
930.500	25.581	922.349
930.540	24.164	922.392
930.580	21.515	922.430
930.620	17.735	922.470
930.660	13.173	922.511
930.700	7.913	922.552
930.740	2.493	922.588
930.780	-3.121	922.627
930.820	-8.929	922.667
930.860	-14.429	922.711
930.900	-19.277	922.752
930.940	-23.262	922.789
930.980	-26.183	922.830
931.020	-28.107	922.873
931.060	-28.885	922.909
931.100	-28.056	922.950
931.140	-25.972	922.990
931.180	-23.066	923.028
931.220	-18.718	923.071
931.260	-13.666	923.112
931.300	-7.369	923.150
931.340	-1.598	923.190
931.380	5.127	923.227
931.420	11.333	923.270
931.460	17.348	923.313
931.500	22.783	923.349
931.540	27.616	923.390
931.580	31.216	923.426
931.620	33.819	923.468
931.660	34.988	923.511
931.700	34.670	923.548
931.740	33.304	923.588
931.780	30.405	923.629
931.820	26.658	923.672
931.860	21.372	923.712
931.900	15.429	923.750
931.940	8.970	923.792
931.980	2.209	923.831
932.020	-4.577	923.867
932.060	-11.354	923.910
932.100	-17.418	923.950
932.140	-22.387	923.989
932.180	-26.652	924.029
932.220	-29.538	924.070
932.260	-31.163	924.113
932.300	-31.366	924.152
932.340	-30.072	924.191
932.380	-27.906	924.236
932.420	-24.093	924.269
932.460	-19.475	924.310
932.500	-13.821	924.350
932.540	-7.906	924.393
932.580	-1.257	924.429
932.620	5.281	924.472
932.660	11.795	924.511
932.700	17.482	924.548
932.740	22.744	924.591
932.780	27.089	924.628
932.820	30.271	924.670
932.860	31.989	924.708
932.900	32.289	924.750
932.940	31.663	924.789
932.980	29.526	924.830
933.020	25.891	924.871
933.060	21.372	924.909
933.100	15.557	924.947
933.140	9.689	924.990
933.180	3.067	925.030
933.220	-3.525	925.070
933.260	-10.330	925.111
933.300	-16.456	925.154
933.340	-21.750	925.189
933.380	-26.596	925.227
933.420	-29.919	925.269
933.460	-32.314	925.310
933.500	-33.358	925.349
933.540	-32.910	925.389
933.580	-31.403	925.432
933.620	-28.317	925.469
933.660	-24.089	925.511
933.700	-19.110	925.550
933.740	-13.408	925.590
933.780	-6.862	925.631
933.820	-0.636	925.669
933.860	5.783	925.708
933.900	12.143	925.751
933.940	17.347	925.786
933.980	22.279	925.831
934.020	26.022	925.869
934.060	28.439	925.909
934.100	29.762	925.952
934.140	29.880	925.990
934.180	28.178	926.030
934.220	25.835	926.069
934.260	22.519	926.111
934.300	17.662	926.151
934.340	12.453	926.188
934.380	6.771	926.228
934.420	1.044	926.269
934.460	-4.679	926.311
934.500	-10.296	926.347
934.540	-15.147	926.390
934.580	-19.277	926.432
934.620	-22.517	926.470
934.660	-24.425	926.508
934.700	-25.443	926.553
934.740	-25.096	926.588
934.780	-23.442	926.626
934.820	-20.669	926.670
934.860	-17.033	926.712
934.900	-12.457	926.749
934.940	-7.325	926.789
934.980	-1.797	926.830
935.020	4.165	926.866
935.060	9.840	926.907
935.100	14.923	926.950
935.140	19.976	926.987
935.180	24.105	927.027
935.220	26.683	927.070
935.260	28.426	927.108
935.300	28.993	927.149
935.340	28.125	927.189
935.380	26.102	927.231
935.420	23.194	927.269
935.460	18.655	927.310
935.500	13.614	927.350
935.540	7.764	927.388
935.580	1.955	927.431
935.620	-4.640	927.472
935.660	-10.766	927.510
935.700	-16.603	927.550
935.740	-21.983	927.588
935.780	-26.385	927.632
935.820	-29.479	927.672
935.860	-31.594	927.710
935.900	-32.394	927.752
935.940	-31.932	927.788
935.980	-29.771	927.829
936.020	-26.896	927.870
936.060	-22.973	927.908
936.100	-17.423	927.948
936.140	-11.545	927.988
936.180	-5.280	928.029
936.220	1.306	928.069
936.260	7.983	928.108
936.300	14.505	928.147
936.340	20.106	928.189
936.380	25.045	928.230
936.420	28.833	928.271
936.460	31.173	928.310
936.500	32.104	928.349
936.540	32.373	928.393
936.580	30.541	928.430
936.620	27.721	928.468
936.660	23.699	928.510
936.700	18.628	928.548
936.740	12.625	928.588
936.780	6.438	928.627
936.820	-0.058	928.667
936.860	-6.399	928.711
936.900	-12.391	928.749
936.940	-18.047	928.788
936.980	-22.546	928.829
937.020	-26.384	928.871
937.060	-28.859	928.910
937.100	-29.978	928.948
937.140	-30.001	928.986
937.180	-28.487	929.033
937.220	-25.931	929.071
937.260	-22.040	929.110
937.300	-17.311	929.153
937.340	-11.763	929.190
937.380	-5.505	929.228
937.420	0.798	929.270
937.460	7.460	929.309
937.500	14.123	929.349
937.540	19.677	929.389
937.580	24.728	929.429
937.620	28.279	929.473
937.660	31.149	929.510
937.700	32.730	929.549
937.740	32.893	929.588
937.780	31.779	929.631
937.820	28.987	929.671
937.860	25.300	929.709
937.900	20.373	929.749
937.940	14.599	929.789
937.980	8.240	929.830
938.020	1.592	929.869
938.060	-5.080	929.911
938.100	-11.416	929.953
938.140	-17.754	929.987
938.180	-22.835	930.031
938.220	-27.050	930.068
938.260	-30.172	930.107
938.300	-32.061	930.150
938.340	-32.342	930.191
938.380	-31.871	930.230
938.420	-29.820	930.270
938.460	-26.435	930.312
938.500	-22.069	930.350
938.540	-16.651	930.390
938.580	-10.792	930.432
938.620	-4.614	930.473
938.660	1.764	930.510
938.700	7.734	930.550
938.740	13.545	930.587
938.780	18.545	930.630
938.820	22.475	930.668
938.860	25.576	930.710
938.900	27.298	930.748
938.940	27.769	930.791
938.980	26.754	930.829
939.020	24.556	930.871
939.060	21.336	930.907
939.100	16.664	930.947
939.140	11.415	930.993
939.180	5.481	931.032
939.220	-1.011	931.071
939.260	-7.168	931.109
939.300	-13.208	931.150
939.340	-18.714	931.188
939.380	-23.494	931.227
939.420	-27.586	931.271
939.460	-30.587	931.307
939.500	-32.025	931.351
939.540	-32.203	931.390
939.580	-31.057	931.429
939.620	-28.483	931.470
939.660	-24.722	931.509
939.700	-20.028	931.551
939.740	-14.443	931.590
939.780	-7.971	931.634
939.820	-1.554	931.667
939.860	5.268	931.709
939.900	11.871	931.748
939.940	17.969	931.785
939.980	23.181	931.829
940.020	27.557	931.872
940.060	30.852	931.907
940.100	32.415	931.952
940.140	32.725	931.992
940.180	32.036	932.032
940.220	29.300	932.070
940.260	25.999	932.111
940.300	21.138	932.154
940.340	15.422	932.190
940.380	8.917	932.228
940.420	2.293	932.268
940.460	-4.420	932.310
940.500	-11.264	932.349
940.540	-17.481	932.389
940.580	-22.929	932.429
940.620	-27.782	932.471
940.660	-31.078	932.509
940.700	-33.362	932.548
940.740	-34.094	932.590
940.780	-33.422	932.628
940.820	-31.511	932.669
940.860	-27.711	932.712
940.900	-23.262	932.748
940.940	-17.754	932.790
940.980	-11.290	932.829
941.020	-4.339	932.870
941.060	2.491	932.906
941.100	9.294	932.948
941.140	16.007	932.991
941.180	21.950	933.029
941.220	26.891	933.068
941.260	30.969	933.108
941.300	33.420	933.152
941.340	34.345	933.186
941.380	33.974	933.222
941.420	32.170	933.266
941.460	29.447	933.308
941.500	25.233	933.346
941.540	20.325	933.384
941.580	14.104	933.430
941.620	7.364	933.469
941.660	0.700	933.509
941.700	-6.387	933.546
941.740	-12.977	933.586
941.780	-18.987	933.631
941.820	-23.749	933.666
941.860	-27.892	933.708
941.900	-30.677	933.748
941.940	-32.324	933.791
941.980	-32.301	933.830
942.020	-31.118	933.864
942.060	-28.929	933.913
942.100	-25.124	933.949
942.140	-20.297	933.987
942.180	-14.349	934.024
942.220	-8.412	934.068
942.260	-1.871	934.105
942.300	4.720	934.146
942.340	11.195	934.187
942.380	16.954	934.223
942.420	21.761	934.268
942.460	25.924	934.306
942.500	28.829	934.345
942.540	30.360	934.382
942.580	30.376	934.425
942.620	29.311	934.470
942.660	27.484	934.507
942.700	23.750	934.547
942.740	19.297	934.587
942.780	13.777	934.626
942.820	7.805	934.664
942.860	2.043	934.709
942.900	-4.143	934.748
942.940	-9.932	934.787
942.980	-14.967	934.829
943.020	-19.532	934.869
943.060	-23.296	934.907
943.100	-25.482	934.945
943.140	-26.465	934.987
943.180	-26.530	935.026
943.220	-25.412	935.066
943.260	-22.676	935.104
943.300	-18.904	935.146
943.340	-14.503	935.186
943.380	-9.368	935.226
943.420	-3.458	935.264
943.460	2.302	935.304
943.500	8.198	935.346
943.540	13.884	935.386
943.580	18.625	935.424
943.620	23.308	935.466
943.660	26.453	935.505
943.700	28.585	935.546
943.740	29.580	935.585
943.780	28.995	935.626
943.820	27.104	935.666
943.860	24.167	935.704
943.900	19.936	935.746
943.940	14.512	935.787
943.980	8.528	935.827
944.020	2.290	935.867
944.060	-4.357	935.909
944.100	-11.274	935.946
944.140	-17.582	935.988
944.180	-23.301	936.026
944.220	-28.251	936.067
944.260	-31.976	936.107
944.300	-34.798	936.149
944.340	-36.230	936.188
944.380	-36.209	936.229
944.420	-34.632	936.266
944.460	-31.855	936.306
944.500	-27.659	936.344
944.540	-22.488	936.385
944.580	-16.840	936.426
944.620	-10.437	936.466
944.660	-3.475	936.502
944.700	3.228	936.546
944.740	9.882	936.584
944.780	16.078	936.625
944.820	21.317	936.663
944.860	25.563	936.708
944.900	28.861	936.748
944.940	30.482	936.787
944.980	31.073	936.826
945.020	30.173	936.868
945.060	27.905	936.907
945.100	24.347	936.947
945.140	19.762	936.983
945.180	14.058	937.024
945.220	7.843	937.066
945.260	1.513	937.106
945.300	-4.780	937.146
945.340	-11.593	937.191
945.380	-17.252	937.231
945.420	-22.706	937.267
945.460	-26.751	937.303
945.500	-29.759	937.345
945.540	-31.695	937.382
945.580	-32.224	937.425
945.620	-31.363	937.470
945.660	-29.001	937.507
945.700	-25.456	937.546
945.740	-20.875	937.585
945.780	-15.248	937.628
945.820	-9.222	937.670
945.860	-2.331	937.704
945.900	4.175	937.745
945.940	11.023	937.787
945.980	17.132	937.828
946.020	22.763	937.869
946.060	27.391	937.909
946.100	30.645	937.945
946.140	32.815	937.984
946.180	33.467	938.024
946.220	33.067	938.065
946.260	30.831	938.110
946.300	27.697	938.150
946.340	23.360	938.187
946.380	17.765	938.231
946.420	11.611	938.271
946.460	4.787	938.308
946.500	-1.804	938.348
946.540	-8.841	938.393
946.580	-14.868	938.431
946.620	-20.612	938.467
946.660	-25.488	938.505
946.700	-29.150	938.552
946.740	-31.523	938.594
946.780	-32.765	938.631
946.820	-32.399	938.669
946.860	-30.897	938.709
946.900	-28.145	938.748
946.940	-24.335	938.788
946.980	-19.226	938.826
947.020	-13.773	938.868
947.060	-7.485	938.909
947.100	-1.379	938.947
947.140	5.026	938.989
947.180	11.128	939.028
947.220	16.357	939.068
947.260	21.292	939.109
947.300	24.550	939.154
947.340	26.815	939.190
947.380	28.003	939.229
947.420	27.590	939.269
947.460	26.169	939.308
947.500	23.352	939.351
947.540	19.662	939.389
947.580	14.574	939.430
947.620	8.929	939.473
947.660	3.330	939.511
947.700	-2.775	939.553
947.740	-8.801	939.591
947.780	-14.204	939.633
947.820	-19.386	939.668
947.860	-23.265	939.705
947.900	-26.443	939.751
947.940	-28.240	939.789
947.980	-28.617	939.828
948.020	-27.894	939.869
948.060	-25.914	939.912
948.100	-22.565	939.951
948.140	-18.333	939.990
948.180	-13.002	940.030
948.220	-7.156	940.067
948.260	-0.591	940.109
948.300	5.866	940.148
948.340	12.622	940.188
948.380	18.797	940.232
948.420	24.331	940.272
948.460	29.021	940.309
948.500	32.268	940.350
948.540	34.594	940.391
948.580	35.615	940.431
948.620	34.949	940.469
948.660	33.071	940.506
948.700	30.291	940.549
948.740	25.830	940.588
948.780	20.415	940.625
948.820	14.544	940.675
948.860	7.522	940.710
948.900	0.976	940.753
948.940	-5.862	940.791
948.980	-12.378	940.829
949.020	-18.351	940.871
949.060	-23.118	940.908
949.100	-26.972	940.947
949.140	-30.025	940.992
949.180	-31.397	941.029
949.220	-31.755	941.070
949.260	-30.108	941.111
949.300	-27.606	941.152
949.340	-23.444	941.190
949.380	-18.883	941.228
949.420	-13.230	941.272
949.460	-7.337	941.311
949.500	-0.492	941.350
949.540	5.756	941.391
949.580	11.768	941.433
949.620	17.830	941.472
949.660	22.722	941.509
949.700	26.734	941.552
949.740	29.548	941.588
949.780	31.247	941.633
949.820	31.363	941.672
949.860	30.499	941.711
949.900	27.869	941.748
949.940	24.286	941.793
949.980	19.581	941.832
950.020	14.035	941.872
950.060	7.811	941.912
950.100	1.417	941.950
950.140	-5.143	941.990
950.180	-11.111	942.032
950.220	-17.106	942.074
950.260	-21.859	942.112
950.300	-26.122	942.152
950.340	-29.152	942.192
950.380	-30.929	942.232
950.420	-31.470	942.271
950.460	-30.918	942.308
950.500	-28.836	942.349
950.540	-26.019	942.390
950.580	-21.583	942.430
950.620	-16.733	942.469
950.660	-10.866	942.508
950.700	-5.108	942.554
950.740	0.815	942.592
950.780	6.667	942.628
950.820	12.359	942.665
950.860	17.010	942.710
950.900	20.890	942.751
950.940	23.601	942.794
950.980	25.288	942.828
951.020	25.745	942.872
951.060	25.085	942.911
951.100	22.805	942.951
951.140	19.889	942.993
951.180	15.744	943.033
951.220	11.041	943.073
951.260	5.592	943.107
951.300	0.010	943.148
951.340	-5.401	943.188
951.380	-10.826	943.229
951.420	-15.566	943.269
951.460	-19.953	943.312
951.500	-23.014	943.351
951.540	-25.290	943.389
951.580	-26.436	943.427
951.620	-26.462	943.472
951.660	-25.170	943.508
951.700	-22.744	943.548
951.740	-19.359	943.592
951.780	-14.784	943.629
951.820	-9.709	943.668
951.860	-3.870	943.708
951.900	1.714	943.751
951.940	7.716	943.790
951.980	13.471	943.828
952.020	18.782	943.869
952.060	23.124	943.909
952.100	26.955	943.951
952.140	29.113	943.989
952.180	30.371	944.027
952.220	30.326	944.067
952.260	29.155	944.108
952.300	26.699	944.150
952.340	22.906	944.191
952.380	18.459	944.228
952.420	12.526	944.271
952.460	6.711	944.308
952.500	0.430	944.346
952.540	-5.862	944.390
952.580	-12.003	944.427
952.620	-17.641	944.465
952.660	-22.713	944.511
952.700	-26.854	944.547
952.740	-30.069	944.585
952.780	-31.589	944.624
952.820	-32.284	944.666
952.860	-31.505	944.712
952.900	-29.609	944.749
952.940	-25.898	944.789
952.980	-21.846	944.829
953.020	-16.333	944.866
953.060	-10.588	944.907
953.100	-4.501	944.950
953.140	2.006	944.989
953.180	8.267	945.027
953.220	13.961	945.064
953.260	19.270	945.105
953.300	23.723	945.146
953.340	27.070	945.188
953.380	29.113	945.227
953.420	30.092	945.266
953.460	29.570	945.308
953.500	27.573	945.344
953.540	24.724	945.386
953.580	20.757	945.426
953.620	15.697	945.470
953.660	10.116	945.507
953.700	3.825	945.545
953.740	-2.461	945.587
953.780	-8.413	945.628
953.820	-14.209	945.669
953.860	-19.648	945.710
953.900	-23.650	945.745
953.940	-27.081	945.786
953.980	-28.804	945.827
954.020	-29.818	945.866
954.060	-29.523	945.907
954.100	-27.388	945.946
954.140	-24.093	945.983
954.180	-20.262	946.027
954.220	-14.877	946.066
954.260	-9.407	946.109
954.300	-3.076	946.147
954.340	3.556	946.189
954.380	10.170	946.228
954.420	16.426	946.268
954.460	21.734	946.308
954.500	26.619	946.348
954.540	30.229	946.390
954.580	33.195	946.428
954.620	34.444	946.465
954.660	34.581	946.507
954.700	32.992	946.548
954.740	30.816	946.586
954.780	26.870	946.624
954.820	22.224	946.666
954.860	16.504	946.707
954.900	10.435	946.749
954.940	4.212	946.786
954.980	-2.124	946.829
955.020	-8.614	946.867
955.060	-14.475	946.905
955.100	-19.063	946.943
955.140	-23.107	946.990
955.180	-26.026	947.029
955.220	-27.955	947.066
955.260	-28.315	947.109
955.300	-27.355	947.150
955.340	-25.458	947.190
955.380	-22.563	947.232
955.420	-18.673	947.266
955.460	-13.941	947.309
955.500	-8.269	947.348
955.540	-2.649	947.387
955.580	2.658	947.430
955.620	8.571	947.467
955.660	13.659	947.505
955.700	18.221	947.548
955.740	21.643	947.587
955.780	24.329	947.629
955.820	25.445	947.666
955.860	25.615	947.705
955.900	24.617	947.752
955.940	22.531	947.789
955.980	19.160	947.827
956.020	14.971	947.870
956.060	10.199	947.909
956.100	4.675	947.947
956.140	-1.021	947.988
956.180	-6.924	948.027
956.220	-12.279	948.067
956.260	-17.205	948.107
956.300	-21.641	948.149
956.340	-24.584	948.184
956.380	-27.371	948.230
956.420	-28.705	948.268
956.460	-28.572	948.305
956.500	-27.564	948.346
956.540	-25.001	948.387
956.580	-21.410	948.429
956.620	-16.843	948.467
956.660	-11.833	948.509
956.700	-5.916	948.550
956.740	0.158	948.590
956.780	6.217	948.626
956.820	12.169	948.667
956.860	17.955	948.709
956.900	22.637	948.746
956.940	26.566	948.785
956.980	29.115	948.827
957.020	31.197	948.865
957.060	31.497	948.903
957.100	30.606	948.947
957.140	28.414	948.987
957.180	25.116	949.028
957.220	21.080	949.066
957.260	15.873	949.106
957.300	9.852	949.148
957.340	3.734	949.187
957.380	-2.764	949.228
957.420	-8.719	949.266
957.460	-14.300	949.310
957.500	-19.233	949.344
957.540	-23.554	949.384
957.580	-26.745	949.428
957.620	-28.986	949.471
957.660	-29.595	949.506
957.700	-29.213	949.548
957.740	-27.502	949.588
957.780	-24.552	949.625
957.820	-20.876	949.668
957.860	-15.873	949.705
957.900	-10.233	949.749
957.940	-4.450	949.786
957.980	1.532	949.827
958.020	7.463	949.867
958.060	13.014	949.905
958.100	18.386	949.946
958.140	22.460	949.987
958.180	25.797	950.023
958.220	28.063	950.065
958.260	29.036	950.108
958.300	28.818	950.148
958.340	27.345	950.185
958.380	24.756	950.225
958.420	21.052	950.265
958.460	16.726	950.306
958.500	11.464	950.345
958.540	5.878	950.387
958.580	0.006	950.426
958.620	-5.541	950.464
958.660	-10.819	950.507
958.700	-15.897	950.544
958.740	-19.904	950.588
958.780	-23.240	950.628
958.820	-25.241	950.666
958.860	-26.446	950.703
958.900	-26.279	950.747
958.940	-25.066	950.783
958.980	-22.724	950.826
959.020	-19.516	950.866
959.060	-15.297	950.906
959.100	-10.307	950.944
959.140	-4.947	950.988
959.180	0.370	951.026
959.220	5.889	951.068
959.260	11.199	951.106
959.300	16.095	951.147
959.340	19.864	951.185
959.380	23.133	951.222
959.420	25.012	951.268
959.460	26.219	951.306
959.500	26.052	951.347
959.540	24.792	951.385
959.580	22.345	951.426
959.620	18.874	951.467
959.660	14.445	951.506
959.700	9.426	951.548
959.740	4.353	951.587
959.780	-1.347	951.624
959.820	-6.448	951.666
959.860	-11.454	951.706
959.900	-16.099	951.750
959.940	-20.023	951.784
959.980	-22.753	951.826
960.020	-24.498	951.866
960.060	-25.335	951.907
960.100	-24.788	951.944
960.140	-23.272	951.986
960.180	-20.436	952.025
960.220	-17.040	952.063
960.260	-12.545	952.106
960.300	-7.312	952.148
960.340	-1.838	952.185
960.380	3.536	952.228
960.420	9.044	952.270
960.460	14.389	952.308
960.500	19.129	952.346
960.540	23.007	952.387
960.580	26.027	952.426
960.620	27.996	952.463
960.660	28.686	952.505
960.700	28.286	952.549
960.740	26.627	952.586
960.780	23.682	952.628
960.820	20.064	952.666
960.860	15.186	952.708
960.900	9.895	952.746
960.940	4.206	952.786
960.980	-1.346	952.828
961.020	-7.262	952.865
961.060	-13.132	952.905
961.100	-18.458	952.942
961.140	-22.768	952.987
961.180	-26.174	953.027
961.220	-28.676	953.063
961.260	-30.286	953.104
961.300	-30.355	953.144
961.340	-29.296	953.182
961.380	-26.906	953.223
961.420	-23.560	953.265
961.460	-19.017	953.306
961.500	-14.337	953.348
961.540	-8.890	953.387
961.580	-3.017	953.425
961.620	2.759	953.464
961.660	8.582	953.504
961.700	13.301	953.545
961.740	18.261	953.586
961.780	21.867	953.625
961.820	24.541	953.665
961.860	25.979	953.706
961.900	25.789	953.751
961.940	25.140	953.787
961.980	23.000	953.823
962.020	19.416	953.862
962.060	15.382	953.905
962.100	10.543	953.947
962.140	4.924	953.984
962.180	-0.844	954.024
962.220	-6.664	954.062
962.260	-11.991	954.102
962.300	-16.972	954.146
962.340	-21.513	954.182
962.380	-24.914	954.225
962.420	-27.554	954.266
962.460	-28.739	954.309
962.500	-29.147	954.347
962.540	-27.913	954.383
962.580	-25.692	954.426
962.620	-22.683	954.466
962.660	-18.149	954.510
962.700	-13.093	954.544
962.740	-7.565	954.584
962.780	-1.801	954.629
962.820	4.009	954.668
962.860	9.970	954.706
962.900	15.124	954.746
962.940	20.113	954.783
962.980	24.347	954.826
963.020	26.766	954.865
963.060	28.778	954.906
963.100	29.333	954.940
963.140	28.897	954.987
963.180	27.182	955.025
963.220	24.069	955.065
963.260	20.163	955.105
963.300	15.723	955.146
963.340	10.463	955.186
963.380	4.766	955.225
963.420	-0.773	955.268
963.460	-6.400	955.303
963.500	-11.464	955.345
963.540	-16.149	955.386
963.580	-20.227	955.427
963.620	-23.352	955.465
963.660	-25.213	955.504
963.700	-26.005	955.546
963.740	-25.427	955.589
963.780	-24.020	955.626
963.820	-21.748	955.667
963.860	-18.447	955.705
963.900	-13.865	955.747
963.940	-9.150	955.789
963.980	-4.098	955.830
964.020	1.131	955.866
964.060	6.314	955.907
964.100	11.343	955.946
964.140	15.887	955.986
964.180	19.684	956.027
964.220	22.485	956.068
964.260	24.282	956.107
964.300	24.780	956.147
964.340	24.211	956.191
964.380	22.513	956.227
964.420	20.079	956.267
964.460	16.406	956.310
964.500	12.101	956.347
964.540	7.081	956.388
964.580	2.081	956.430
964.620	-3.165	956.469
964.660	-8.469	956.504
964.700	-13.354	956.549
964.740	-17.406	956.589
964.780	-20.542	956.624
964.820	-23.203	956.668
964.860	-24.774	956.707
964.900	-25.067	956.747
964.940	-24.155	956.788
964.980	-22.177	956.828
965.020	-19.338	956.867
965.060	-15.434	956.909
965.100	-10.668	956.944
965.140	-5.507	956.989
965.180	-0.041	957.026
965.220	5.688	957.068
965.260	11.125	957.105
