Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
417.580	-85.124	409.443
417.620	-82.295	409.484
417.660	-76.011	409.524
417.700	-66.587	409.565
417.740	-54.282	409.604
417.780	-38.939	409.641
417.820	-21.013	409.682
417.860	-2.037	409.725
417.900	17.712	409.763
417.940	36.543	409.807
417.980	53.926	409.843
418.020	69.287	409.885
418.060	82.267	409.922
418.100	92.408	409.962
418.140	98.851	410.005
418.180	101.303	410.044
418.220	99.489	410.082
418.260	93.446	410.125
418.300	83.796	410.163
418.340	70.506	410.204
418.380	53.823	410.242
418.420	35.072	410.285
418.460	13.802	410.324
418.500	-7.592	410.362
418.540	-28.432	410.405
418.580	-48.611	410.445
418.620	-67.088	410.484
418.660	-82.615	410.528
418.700	-94.474	410.565
418.740	-102.340	410.604
418.780	-106.934	410.643
418.820	-107.942	410.685
418.860	-104.543	410.724
418.900	-97.156	410.762
418.940	-85.456	410.804
418.980	-70.712	410.846
419.020	-52.465	410.884
419.060	-33.687	410.926
419.100	-14.424	410.964
419.140	3.778	411.001
419.180	21.380	411.044
419.220	36.629	411.084
419.260	49.838	411.123
419.300	59.926	411.162
419.340	66.757	411.204
419.380	70.088	411.245
419.420	69.902	411.284
419.460	65.653	411.327
419.500	57.185	411.364
419.540	45.341	411.403
419.580	30.864	411.442
419.620	13.396	411.486
419.660	-5.213	411.523
419.700	-23.384	411.564
419.740	-41.691	411.608
419.780	-58.173	411.645
419.820	-71.877	411.686
419.860	-82.781	411.725
419.900	-90.056	411.767
419.940	-93.985	411.807
419.980	-93.818	411.848
420.020	-89.301	411.888
420.060	-81.079	411.926
420.100	-68.932	411.965
420.140	-52.909	412.004
420.180	-33.962	412.044
420.220	-12.867	412.085
420.260	9.622	412.125
420.300	33.412	412.167
420.340	57.013	412.207
420.380	79.010	412.246
420.420	98.615	412.287
420.460	114.862	412.323
420.500	126.906	412.366
420.540	136.053	412.407
420.580	140.395	412.446
420.620	140.700	412.484
420.660	135.579	412.524
420.700	126.102	412.566
420.740	113.760	412.604
420.780	99.294	412.646
420.820	81.439	412.689
420.860	60.124	412.727
420.900	35.314	412.766
420.940	10.760	412.806
420.980	-11.782	412.848
421.020	-32.726	412.888
421.060	-51.070	412.928
421.100	-66.089	412.966
421.140	-77.143	413.007
421.180	-84.355	413.045
421.220	-88.006	413.084
421.260	-88.037	413.124
421.300	-83.616	413.165
421.340	-75.362	413.204
421.380	-62.909	413.245
421.420	-47.898	413.284
421.460	-31.103	413.325
421.500	-13.023	413.365
421.540	5.306	413.404
421.580	23.507	413.444
421.620	39.273	413.482
421.660	52.560	413.525
421.700	62.544	413.564
421.740	69.247	413.609
421.780	71.993	413.644
421.820	71.253	413.683
421.860	67.192	413.724
421.900	59.354	413.761
421.940	48.242	413.804
421.980	34.894	413.843
422.020	19.392	413.885
422.060	2.609	413.925
422.100	-15.006	413.961
422.140	-32.650	414.007
422.180	-50.075	414.044
422.220	-66.231	414.080
422.260	-79.769	414.123
422.300	-90.023	414.162
422.340	-96.890	414.199
422.380	-99.505	414.243
422.420	-97.567	414.284
422.460	-91.836	414.324
422.500	-81.796	414.363
422.540	-68.169	414.401
422.580	-51.664	414.443
422.620	-33.924	414.483
422.660	-14.840	414.523
422.700	5.451	414.561
422.740	25.271	414.602
422.780	43.078	414.640
422.820	59.242	414.678
422.860	73.123	414.720
422.900	84.184	414.762
422.940	91.927	414.803
422.980	95.658	414.841
423.020	95.229	414.881
423.060	89.944	414.920
423.100	79.458	414.960
423.140	65.224	415.002
423.180	47.035	415.042
423.220	26.715	415.081
423.260	5.156	415.120
423.300	-17.488	415.164
423.340	-39.870	415.202
423.380	-60.794	415.242
423.420	-80.069	415.282
423.460	-96.417	415.325
423.500	-108.923	415.360
423.540	-116.608	415.400
423.580	-118.987	415.443
423.620	-116.623	415.480
423.660	-109.349	415.521
423.700	-98.747	415.559
423.740	-84.121	415.601
423.780	-66.140	415.642
423.820	-45.496	415.681
423.860	-21.602	415.722
423.900	3.031	415.764
423.940	27.980	415.798
423.980	51.577	415.842
424.020	73.183	415.884
424.060	92.205	415.920
424.100	107.832	415.959
424.140	119.259	416.002
424.180	126.500	416.039
424.220	129.201	416.081
424.260	126.907	416.122
424.300	119.457	416.164
424.340	107.379	416.203
424.380	91.545	416.239
424.420	71.187	416.280
424.460	48.314	416.321
424.500	22.590	416.362
424.540	-3.528	416.400
424.580	-29.614	416.441
424.620	-54.117	416.481
424.660	-76.711	416.519
424.700	-96.245	416.561
424.740	-112.006	416.605
424.780	-123.412	416.643
424.820	-128.800	416.683
424.860	-128.691	416.721
424.900	-123.507	416.758
424.940	-113.556	416.800
424.980	-100.537	416.844
425.020	-84.314	416.883
425.060	-65.336	416.922
425.100	-44.638	416.960
425.140	-22.938	417.003
425.180	-0.526	417.042
425.220	21.798	417.080
425.260	44.056	417.118
425.300	60.890	417.161
425.340	75.240	417.199
425.380	85.818	417.240
425.420	93.450	417.280
425.460	96.681	417.323
425.500	96.176	417.362
425.540	91.108	417.402
425.580	81.813	417.439
425.620	69.342	417.481
425.660	54.258	417.517
425.700	37.880	417.561
425.740	19.646	417.599
425.780	0.915	417.642
425.820	-17.039	417.682
425.860	-33.821	417.723
425.900	-48.864	417.761
425.940	-60.472	417.802
425.980	-68.874	417.842
426.020	-73.963	417.882
426.060	-75.388	417.920
426.100	-72.106	417.961
426.140	-65.558	418.005
426.180	-54.521	418.044
426.220	-39.399	418.082
426.260	-22.043	418.121
426.300	-2.110	418.162
426.340	19.063	418.199
426.380	41.324	418.243
426.420	61.842	418.282
426.460	79.847	418.321
426.500	94.804	418.361
426.540	106.490	418.403
426.580	115.588	418.443
426.620	119.860	418.483
426.660	120.365	418.522
426.700	116.368	418.565
426.740	108.951	418.602
426.780	97.686	418.640
426.820	84.100	418.682
426.860	68.100	418.721
426.900	50.588	418.761
426.940	32.100	418.802
426.980	13.290	418.842
427.020	-5.058	418.881
427.060	-21.848	418.919
427.100	-36.561	418.964
427.140	-48.930	419.002
427.180	-58.241	419.042
427.220	-63.193	419.080
427.260	-64.216	419.119
427.300	-61.443	419.164
427.340	-55.420	419.205
427.380	-45.688	419.242
427.420	-33.046	419.281
427.460	-18.398	419.321
427.500	-1.554	419.362
427.540	16.268	419.401
427.580	34.658	419.442
427.620	51.748	419.485
427.660	66.654	419.522
427.700	78.915	419.561
427.740	87.221	419.604
427.780	92.424	419.642
427.820	92.731	419.680
427.860	89.659	419.722
427.900	82.070	419.765
427.940	70.265	419.801
427.980	54.933	419.838
428.020	36.394	419.878
428.060	15.900	419.919
428.100	-6.055	419.963
428.140	-28.952	420.002
428.180	-52.267	420.040
428.220	-73.386	420.081
428.260	-93.217	420.121
428.300	-110.519	420.161
428.340	-124.703	420.199
428.380	-134.286	420.243
428.420	-138.845	420.283
428.460	-137.805	420.320
428.500	-131.423	420.363
428.540	-120.552	420.399
428.580	-105.485	420.443
428.620	-87.090	420.481
428.660	-66.984	420.521
428.700	-44.391	420.562
428.740	-20.653	420.603
428.780	3.797	420.640
428.820	26.387	420.685
428.860	47.911	420.724
428.900	67.711	420.760
428.940	85.162	420.802
428.980	98.091	420.843
429.020	106.318	420.882
429.060	109.933	420.923
429.100	109.394	420.960
429.140	104.290	421.000
429.180	95.571	421.042
429.220	83.237	421.083
429.260	67.957	421.118
429.300	49.107	421.163
429.340	27.352	421.206
429.380	4.461	421.242
429.420	-18.371	421.281
429.460	-39.873	421.325
429.500	-59.484	421.364
429.540	-76.053	421.400
429.580	-88.121	421.440
429.620	-96.881	421.483
429.660	-103.845	421.525
429.700	-105.300	421.564
429.740	-101.783	421.606
429.780	-93.742	421.646
429.820	-82.709	421.683
429.860	-67.685	421.722
429.900	-51.277	421.764
429.940	-33.478	421.804
429.980	-15.189	421.844
430.020	3.494	421.884
430.060	21.354	421.923
430.100	37.986	421.963
430.140	51.450	422.003
430.180	61.410	422.042
430.220	67.665	422.085
430.260	70.021	422.123
430.300	68.133	422.162
430.340	63.300	422.205
430.380	55.042	422.244
430.420	43.706	422.286
430.460	29.688	422.321
430.500	13.655	422.365
430.540	-3.690	422.406
430.580	-21.082	422.442
430.620	-38.708	422.480
430.660	-55.376	422.521
430.700	-70.118	422.565
430.740	-81.866	422.605
430.780	-89.225	422.642
430.820	-93.119	422.683
430.860	-92.658	422.723
430.900	-87.792	422.764
430.940	-78.919	422.802
430.980	-66.983	422.842
431.020	-51.116	422.882
431.060	-32.000	422.919
431.100	-10.657	422.963
431.140	11.622	423.003
431.180	33.860	423.044
431.220	55.021	423.082
431.260	75.008	423.120
431.300	92.146	423.164
431.340	106.515	423.206
431.380	117.348	423.243
431.420	122.638	423.284
431.460	123.423	423.330
431.500	118.676	423.364
431.540	109.787	423.402
431.580	96.731	423.441
431.620	80.386	423.486
431.660	60.889	423.524
431.700	39.828	423.562
431.740	17.164	423.605
431.780	-5.081	423.645
431.820	-27.095	423.685
431.860	-48.226	423.726
431.900	-67.293	423.762
431.940	-84.067	423.803
431.980	-96.959	423.845
432.020	-105.454	423.885
432.060	-109.377	423.924
432.100	-107.634	423.964
432.140	-100.545	424.004
432.180	-88.383	424.046
432.220	-72.038	424.087
432.260	-51.700	424.124
432.300	-28.117	424.163
432.340	-3.905	424.202
432.380	21.555	424.244
432.420	46.500	424.285
432.460	70.075	424.324
432.500	91.088	424.367
432.540	108.892	424.405
432.580	123.674	424.442
432.620	133.972	424.483
432.660	140.187	424.525
432.700	140.440	424.563
432.740	134.780	424.601
432.780	124.299	424.646
432.820	109.641	424.687
432.860	91.568	424.725
432.900	70.659	424.764
432.940	47.611	424.804
432.980	22.756	424.843
433.020	-2.853	424.883
433.060	-26.901	424.924
433.100	-49.020	424.965
433.140	-68.328	425.005
433.180	-84.648	425.042
433.220	-97.024	425.081
433.260	-105.655	425.122
433.300	-109.609	425.163
433.340	-108.341	425.204
433.380	-102.659	425.241
433.420	-93.421	425.283
433.460	-80.489	425.323
433.500	-64.939	425.364
433.540	-46.817	425.404
433.580	-27.218	425.442
433.620	-7.139	425.484
433.660	12.711	425.521
433.700	30.987	425.560
433.740	46.889	425.602
433.780	60.868	425.642
433.820	71.893	425.681
433.860	78.471	425.720
433.900	81.818	425.764
433.940	80.230	425.803
433.980	75.088	425.842
434.020	65.183	425.882
434.060	51.599	425.922
434.100	36.269	425.960
434.140	19.253	426.000
434.180	0.270	426.043
434.220	-18.836	426.084
434.260	-38.090	426.121
434.300	-55.952	426.164
434.340	-71.520	426.201
434.380	-84.296	426.243
434.420	-93.477	426.283
434.460	-98.702	426.322
434.500	-99.744	426.362
434.540	-96.689	426.402
434.580	-88.602	426.443
434.620	-77.456	426.481
434.660	-63.735	426.523
434.700	-46.900	426.565
434.740	-28.770	426.603
434.780	-9.720	426.643
434.820	9.411	426.682
434.860	27.215	426.722
434.900	43.448	426.761
434.940	57.487	426.803
434.980	68.530	426.844
435.020	76.100	426.883
435.060	80.244	426.920
435.100	80.461	426.962
435.140	77.423	427.003
435.180	69.984	427.044
435.220	59.320	427.084
435.260	45.762	427.120
435.300	29.050	427.163
435.340	9.900	427.203
435.380	-9.982	427.241
435.420	-28.749	427.281
435.460	-46.893	427.326
435.500	-62.521	427.361
435.540	-75.309	427.402
435.580	-85.131	427.446
435.620	-90.952	427.484
435.660	-92.849	427.524
435.700	-91.179	427.561
435.740	-86.139	427.603
435.780	-77.301	427.644
435.820	-65.151	427.683
435.860	-49.773	427.726
435.900	-31.433	427.767
435.940	-11.262	427.805
435.980	10.127	427.842
436.020	31.762	427.884
436.060	51.801	427.927
436.100	71.241	427.963
436.140	87.615	428.003
436.180	100.805	428.042
436.220	109.080	428.083
436.260	113.230	428.124
436.300	111.810	428.164
436.340	105.963	428.204
436.380	95.392	428.245
436.420	81.313	428.284
436.460	63.722	428.321
436.500	43.370	428.367
436.540	20.786	428.405
436.580	-3.275	428.442
436.620	-26.764	428.480
436.660	-50.576	428.522
436.700	-72.564	428.563
436.740	-91.895	428.606
436.780	-107.526	428.642
436.820	-119.469	428.685
436.860	-125.923	428.725
436.900	-127.643	428.765
436.940	-124.114	428.803
436.980	-116.396	428.845
437.020	-103.714	428.885
437.060	-88.177	428.923
437.100	-68.864	428.962
437.140	-46.921	429.006
437.180	-23.227	429.046
437.220	1.292	429.084
437.260	25.284	429.122
437.300	48.467	429.161
437.340	68.703	429.201
437.380	86.009	429.242
437.420	99.615	429.281
437.460	109.078	429.322
437.500	115.240	429.360
437.540	116.377	429.401
437.580	113.254	429.445
437.620	105.561	429.481
437.660	93.785	429.520
437.700	77.246	429.560
437.740	58.657	429.604
437.780	38.617	429.642
437.820	18.474	429.680
437.860	-1.610	429.724
437.900	-20.938	429.763
437.940	-39.466	429.802
437.980	-54.663	429.842
438.020	-66.661	429.881
438.060	-74.914	429.920
438.100	-78.849	429.961
438.140	-78.825	430.006
438.180	-75.033	430.042
438.220	-67.419	430.085
438.260	-55.286	430.123
438.300	-39.336	430.164
438.340	-20.638	430.203
438.380	-1.420	430.241
438.420	16.894	430.281
438.460	34.369	430.323
438.500	51.915	430.366
438.540	67.530	430.402
438.580	80.553	430.440
438.620	90.193	430.479
438.660	96.147	430.523
438.700	97.679	430.562
438.740	95.419	430.602
438.780	88.775	430.640
438.820	78.127	430.681
438.860	63.488	430.721
438.900	47.246	430.763
438.940	28.400	430.799
438.980	8.284	430.844
439.020	-12.194	430.880
439.060	-32.879	430.922
439.100	-52.582	430.966
439.140	-69.162	431.001
439.180	-82.895	431.043
439.220	-93.198	431.082
439.260	-99.870	431.122
439.300	-102.113	431.161
439.340	-100.157	431.199
439.380	-93.331	431.243
439.420	-82.254	431.280
439.460	-67.065	431.321
439.500	-48.448	431.362
439.540	-28.046	431.399
439.580	-6.580	431.441
439.620	15.354	431.484
439.660	38.048	431.522
439.700	59.036	431.559
439.740	77.960	431.598
439.780	93.808	431.638
439.820	106.256	431.679
439.860	114.332	431.721
439.900	118.067	431.762
439.940	116.595	431.800
439.980	109.838	431.840
440.020	98.515	431.883
440.060	82.792	431.922
440.100	63.946	431.961
440.140	42.956	431.999
440.180	19.765	432.039
440.220	-3.947	432.085
440.260	-27.323	432.123
440.300	-49.327	432.163
440.340	-68.899	432.203
440.380	-86.062	432.243
440.420	-99.989	432.283
440.460	-110.462	432.318
440.500	-116.003	432.362
440.540	-116.702	432.403
440.580	-112.658	432.444
440.620	-103.616	432.486
440.660	-90.371	432.521
440.700	-72.958	432.561
440.740	-52.807	432.603
440.780	-30.628	432.643
440.820	-8.356	432.682
440.860	13.891	432.723
440.900	35.553	432.760
440.940	55.437	432.800
440.980	73.225	432.846
441.020	88.237	432.884
441.060	99.183	432.922
441.100	106.208	432.964
441.140	108.477	433.003
441.180	106.362	433.041
441.220	99.509	433.080
441.260	88.685	433.126
441.300	73.958	433.161
441.340	56.703	433.200
441.380	36.111	433.243
441.420	14.142	433.281
441.460	-8.808	433.322
441.500	-31.964	433.361
441.540	-53.822	433.404
441.580	-72.764	433.444
441.620	-89.011	433.481
441.660	-102.389	433.520
441.700	-112.405	433.560
441.740	-118.220	433.604
441.780	-119.754	433.646
441.820	-116.164	433.682
441.860	-107.615	433.722
441.900	-96.070	433.758
441.940	-81.137	433.800
441.980	-63.895	433.840
442.020	-44.322	433.880
442.060	-24.253	433.922
442.100	-4.863	433.963
442.140	14.037	434.002
442.180	31.047	434.044
442.220	45.174	434.083
442.260	56.564	434.122
442.300	64.616	434.164
442.340	69.116	434.203
442.380	69.095	434.239
442.420	65.372	434.281
442.460	57.801	434.320
442.500	46.911	434.363
442.540	33.425	434.403
442.580	18.472	434.440
442.620	1.795	434.482
442.660	-14.972	434.522
442.700	-31.341	434.565
442.740	-47.141	434.602
442.780	-61.193	434.644
442.820	-73.585	434.684
442.860	-82.791	434.722
442.900	-88.224	434.760
442.940	-88.940	434.802
442.980	-85.781	434.842
443.020	-78.700	434.880
443.060	-68.087	434.919
443.100	-54.732	434.964
443.140	-38.183	435.004
443.180	-20.769	435.042
443.220	-1.830	435.078
443.260	17.729	435.118
443.300	37.828	435.162
443.340	56.258	435.202
443.380	72.058	435.243
443.420	83.809	435.279
443.460	91.492	435.321
443.500	94.339	435.363
443.540	93.775	435.399
443.580	88.789	435.440
443.620	80.378	435.481
443.660	67.718	435.520
443.700	52.234	435.563
443.740	33.895	435.605
443.780	14.003	435.644
443.820	-6.280	435.682
443.860	-26.664	435.725
443.900	-46.370	435.761
443.940	-65.015	435.804
443.980	-80.702	435.840
444.020	-93.215	435.882
444.060	-102.534	435.923
444.100	-107.848	435.961
444.140	-108.898	436.003
444.180	-104.686	436.042
444.220	-96.198	436.085
444.260	-83.092	436.123
444.300	-66.101	436.164
444.340	-45.974	436.208
444.380	-22.858	436.244
444.420	0.442	436.283
444.460	24.700	436.321
444.500	48.725	436.364
444.540	71.426	436.400
444.580	90.520	436.443
444.620	106.431	436.485
444.660	117.733	436.522
444.700	125.229	436.561
444.740	127.581	436.602
444.780	124.925	436.642
444.820	117.873	436.683
444.860	106.384	436.720
444.900	90.000	436.766
444.940	70.138	436.802
444.980	47.617	436.843
445.020	23.135	436.884
445.060	-1.385	436.923
445.100	-26.170	436.962
445.140	-49.466	437.003
445.180	-69.756	437.043
445.220	-87.552	437.084
445.260	-101.516	437.120
445.300	-112.194	437.165
445.340	-118.125	437.203
445.380	-119.368	437.241
445.420	-116.463	437.284
445.460	-109.337	437.324
445.500	-98.006	437.364
445.540	-83.049	437.401
445.580	-65.626	437.442
445.620	-45.768	437.485
445.660	-24.717	437.523
445.700	-2.498	437.564
445.740	19.098	437.605
445.780	39.546	437.641
445.820	57.222	437.682
445.860	71.764	437.725
445.900	82.852	437.767
445.940	89.395	437.804
445.980	91.203	437.843
446.020	88.050	437.882
446.060	80.594	437.923
446.100	69.369	437.963
446.140	54.824	438.003
446.180	37.437	438.043
446.220	17.894	438.083
446.260	-3.157	438.124
446.300	-23.888	438.162
446.340	-43.354	438.204
446.380	-61.229	438.240
446.420	-76.742	438.283
446.460	-89.231	438.322
446.500	-97.939	438.364
446.540	-102.626	438.401
446.580	-103.848	438.440
446.620	-100.653	438.481
446.660	-93.228	438.524
446.700	-82.343	438.563
446.740	-67.860	438.604
446.780	-50.808	438.640
446.820	-31.238	438.684
446.860	-10.258	438.721
446.900	10.569	438.762
446.940	29.540	438.804
446.980	47.112	438.845
447.020	62.117	438.885
447.060	74.288	438.923
447.100	84.242	438.959
447.140	89.161	439.005
447.180	89.020	439.045
447.220	84.446	439.080
447.260	75.459	439.123
447.300	63.518	439.162
447.340	48.633	439.200
447.380	31.577	439.244
447.420	12.623	439.282
447.460	-7.166	439.322
447.500	-26.794	439.359
447.540	-45.048	439.401
447.580	-62.155	439.444
447.620	-76.955	439.484
447.660	-89.045	439.523
447.700	-97.235	439.563
447.740	-101.401	439.605
447.780	-100.422	439.643
447.820	-94.905	439.683
447.860	-85.252	439.723
447.900	-71.180	439.766
447.940	-54.035	439.804
447.980	-34.172	439.842
448.020	-11.590	439.884
448.060	11.536	439.922
448.100	34.017	439.964
448.140	55.903	440.004
448.180	75.614	440.043
448.220	93.846	440.083
448.260	109.260	440.123
448.300	120.600	440.158
448.340	128.425	440.203
448.380	131.261	440.244
448.420	128.750	440.282
448.460	121.442	440.322
448.500	110.446	440.363
448.540	95.428	440.404
448.580	77.561	440.443
448.620	56.742	440.482
448.660	34.783	440.519
448.700	12.978	440.561
448.740	-7.622	440.602
448.780	-27.341	440.637
448.820	-45.490	440.684
448.860	-61.561	440.724
448.900	-73.832	440.760
448.940	-82.409	440.800
448.980	-86.956	440.841
449.020	-87.395	440.881
449.060	-83.626	440.921
449.100	-75.727	440.966
449.140	-64.165	441.004
449.180	-49.255	441.042
449.220	-31.738	441.083
449.260	-12.071	441.120
449.300	8.294	441.159
449.340	28.637	441.202
449.380	48.488	441.243
449.420	66.199	441.278
449.460	81.707	441.318
449.500	93.060	441.361
449.540	101.017	441.402
449.580	104.848	441.443
449.620	103.667	441.483
449.660	98.414	441.520
449.700	88.885	441.559
449.740	75.776	441.603
449.780	59.314	441.640
449.820	40.216	441.679
449.860	19.859	441.720
449.900	-0.663	441.761
449.940	-21.361	441.801
449.980	-41.612	441.844
450.020	-59.760	441.881
450.060	-75.121	441.922
450.100	-87.682	441.962
450.140	-96.570	442.002
450.180	-101.212	442.041
450.220	-101.853	442.084
450.260	-98.316	442.120
450.300	-91.370	442.160
450.340	-80.377	442.203
450.380	-67.089	442.242
450.420	-50.973	442.282
450.460	-33.696	442.322
450.500	-15.633	442.362
450.540	3.350	442.403
450.580	20.795	442.441
450.620	37.047	442.482
450.660	50.669	442.524
450.700	62.095	442.565
450.740	69.818	442.603
450.780	73.387	442.640
450.820	72.530	442.684
450.860	68.123	442.725
450.900	60.435	442.764
450.940	49.455	442.804
450.980	36.054	442.843
451.020	20.401	442.883
451.060	3.933	442.927
451.100	-13.745	442.965
451.140	-31.627	443.004
451.180	-49.062	443.044
451.220	-63.787	443.083
451.260	-75.798	443.122
451.300	-84.605	443.163
451.340	-89.528	443.202
451.380	-90.531	443.242
451.420	-87.517	443.283
451.460	-81.268	443.322
451.500	-72.171	443.363
451.540	-58.926	443.404
451.580	-43.684	443.443
451.620	-26.805	443.482
451.660	-9.052	443.522
451.700	9.173	443.563
451.740	26.973	443.605
451.780	43.940	443.643
451.820	58.396	443.682
451.860	70.048	443.721
451.900	78.394	443.763
451.940	83.549	443.804
451.980	84.395	443.843
452.020	81.258	443.882
452.060	73.446	443.921
452.100	61.548	443.961
452.140	46.191	444.004
452.180	28.477	444.050
452.220	9.316	444.084
452.260	-11.109	444.125
452.300	-31.025	444.160
452.340	-50.381	444.202
452.380	-67.883	444.244
452.420	-82.252	444.283
452.460	-94.184	444.324
452.500	-103.231	444.365
452.540	-108.462	444.404
452.580	-109.096	444.443
452.620	-105.200	444.483
452.660	-96.761	444.525
452.700	-84.745	444.567
452.740	-69.285	444.602
452.780	-51.658	444.646
452.820	-31.873	444.683
452.860	-11.556	444.725
452.900	9.783	444.762
452.940	30.546	444.802
452.980	49.911	444.845
453.020	66.827	444.883
453.060	81.041	444.925
453.100	91.947	444.965
453.140	98.827	445.003
453.180	101.534	445.044
453.220	99.860	445.081
453.260	93.630	445.125
453.300	83.021	445.163
453.340	68.575	445.204
453.380	51.364	445.246
453.420	31.834	445.284
453.460	10.298	445.325
453.500	-11.895	445.360
453.540	-33.963	445.401
453.580	-54.626	445.444
453.620	-73.319	445.486
453.660	-88.995	445.526
453.700	-101.124	445.561
453.740	-108.798	445.603
453.780	-111.817	445.646
453.820	-110.216	445.685
453.860	-103.899	445.726
453.900	-92.013	445.763
453.940	-76.995	445.804
453.980	-58.098	445.844
454.020	-36.483	445.882
454.060	-12.242	445.927
454.100	12.150	445.967
454.140	36.186	446.004
454.180	57.974	446.041
454.220	78.346	446.085
454.260	96.793	446.125
454.300	111.626	446.163
454.340	122.314	446.206
454.380	127.916	446.245
454.420	129.030	446.283
454.460	125.039	446.323
454.500	116.115	446.365
454.540	103.200	446.405
454.580	87.201	446.445
454.620	68.081	446.485
454.660	46.924	446.523
454.700	24.860	446.564
454.740	2.947	446.606
454.780	-17.553	446.646
454.820	-37.161	446.685
454.860	-55.480	446.723
454.900	-70.070	446.762
454.940	-80.700	446.802
454.980	-86.931	446.843
455.020	-89.254	446.884
455.060	-87.447	446.923
455.100	-81.604	446.968
455.140	-70.876	447.007
455.180	-57.156	447.047
455.220	-40.039	447.086
455.260	-21.223	447.125
455.300	-1.091	447.165
455.340	18.216	447.203
455.380	38.038	447.241
455.420	56.744	447.283
455.460	73.349	447.325
455.500	86.762	447.365
455.540	96.092	447.401
455.580	101.528	447.443
455.620	103.088	447.482
455.660	99.558	447.518
455.700	91.804	447.562
455.740	80.240	447.606
455.780	64.463	447.643
455.820	45.409	447.680
455.860	24.695	447.720
455.900	3.604	447.760
455.940	-18.524	447.800
455.980	-39.429	447.838
456.020	-59.797	447.883
456.060	-77.219	447.922
456.100	-91.347	447.961
456.140	-101.958	447.999
456.180	-108.797	448.039
456.220	-111.160	448.079
456.260	-109.042	448.120
456.300	-102.312	448.161
456.340	-91.945	448.199
456.380	-77.751	448.241
456.420	-60.020	448.282
456.460	-39.767	448.320
456.500	-19.064	448.362
456.540	1.813	448.402
456.580	23.034	448.441
456.620	43.228	448.480
456.660	61.017	448.525
456.700	75.717	448.564
456.740	87.880	448.606
456.780	96.122	448.643
456.820	100.377	448.679
456.860	99.727	448.723
456.900	95.102	448.762
456.940	85.859	448.803
456.980	72.722	448.845
457.020	56.504	448.884
457.060	37.811	448.921
457.100	17.365	448.963
457.140	-3.323	449.003
457.180	-23.755	449.042
457.220	-43.902	449.082
457.260	-61.945	449.122
457.300	-77.619	449.161
457.340	-89.627	449.201
457.380	-97.560	449.240
457.420	-101.062	449.284
457.460	-100.362	449.319
457.500	-95.803	449.360
457.540	-87.671	449.401
457.580	-76.374	449.443
457.620	-61.827	449.483
457.660	-45.385	449.522
457.700	-27.009	449.561
457.740	-7.384	449.602
457.780	12.090	449.641
457.820	31.031	449.681
457.860	47.673	449.722
457.900	62.172	449.762
457.940	73.590	449.800
457.980	81.937	449.840
458.020	85.540	449.882
458.060	85.517	449.920
458.100	81.222	449.962
458.140	73.647	450.004
458.180	63.198	450.043
458.220	50.020	450.083
458.260	35.161	450.121
458.300	18.513	450.161
458.340	1.277	450.203
458.380	-16.160	450.240
458.420	-32.763	450.281
458.460	-48.515	450.319
458.500	-61.710	450.365
458.540	-72.073	450.404
458.580	-79.662	450.443
458.620	-83.873	450.481
458.660	-83.454	450.522
458.700	-79.555	450.561
458.740	-72.500	450.600
458.780	-62.251	450.642
458.820	-49.740	450.686
458.860	-35.001	450.723
458.900	-18.840	450.762
458.940	-2.587	450.801
458.980	13.788	450.840
459.020	29.300	450.884
459.060	43.657	450.922
459.100	55.614	450.959
459.140	65.042	451.001
459.180	70.892	451.041
459.220	72.605	451.080
459.260	70.941	451.123
459.300	66.139	451.164
459.340	57.934	451.201
459.380	46.476	451.240
459.420	32.591	451.282
459.460	17.377	451.320
459.500	0.818	451.359
459.540	-16.270	451.401
459.580	-32.781	451.441
459.620	-47.823	451.483
459.660	-60.819	451.524
459.700	-71.809	451.565
459.740	-79.752	451.604
459.780	-84.519	451.644
459.820	-85.303	451.686
459.860	-82.816	451.724
459.900	-75.775	451.767
459.940	-65.870	451.805
459.980	-52.333	451.846
460.020	-36.721	451.888
460.060	-19.849	451.924
460.100	-2.308	451.963
460.140	15.092	452.004
460.180	32.336	452.045
460.220	48.872	452.085
460.260	62.931	452.123
460.300	75.056	452.164
460.340	83.757	452.201
460.380	88.504	452.241
460.420	89.808	452.280
460.460	87.116	452.318
460.500	81.301	452.363
460.540	71.388	452.403
460.580	59.233	452.442
460.620	44.572	452.482
460.660	27.973	452.527
460.700	10.051	452.563
460.740	-8.013	452.600
460.780	-25.948	452.640
460.820	-42.922	452.680
460.860	-58.104	452.720
460.900	-70.795	452.761
460.940	-79.342	452.798
460.980	-83.811	452.839
461.020	-83.972	452.879
461.060	-80.116	452.922
461.100	-72.469	452.961
461.140	-61.038	453.000
461.180	-47.137	453.040
461.220	-30.694	453.079
461.260	-12.719	453.122
461.300	6.461	453.163
461.340	26.064	453.202
461.380	44.212	453.243
461.420	61.475	453.283
461.460	76.301	453.320
461.500	88.050	453.359
461.540	96.293	453.403
461.580	100.102	453.443
461.620	99.874	453.483
461.660	95.373	453.524
461.700	87.446	453.564
461.740	75.546	453.601
461.780	61.737	453.640
461.820	44.154	453.682
461.860	24.526	453.723
461.900	3.737	453.763
461.940	-16.040	453.805
461.980	-35.883	453.844
462.020	-55.141	453.887
462.060	-73.010	453.924
462.100	-87.159	453.962
462.140	-98.233	454.002
462.180	-105.459	454.044
