Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
973.740	37.738	965.585
973.780	46.836	965.625
973.820	53.609	965.667
973.860	58.450	965.706
973.900	60.746	965.746
973.940	60.692	965.786
973.980	58.251	965.827
974.020	53.150	965.868
974.060	46.714	965.906
974.100	37.760	965.947
974.140	27.497	965.985
974.180	16.516	966.026
974.220	5.044	966.065
974.260	-6.424	966.108
974.300	-17.372	966.147
974.340	-27.139	966.185
974.380	-35.590	966.233
974.420	-42.500	966.271
974.460	-47.737	966.308
974.500	-50.687	966.348
974.540	-51.608	966.389
974.580	-49.963	966.429
974.620	-46.600	966.467
974.660	-40.742	966.505
974.700	-33.318	966.551
974.740	-23.957	966.588
974.780	-14.213	966.625
974.820	-3.215	966.668
974.860	7.866	966.711
974.900	18.799	966.747
974.940	28.732	966.786
974.980	37.614	966.826
975.020	44.707	966.871
975.060	49.249	966.910
975.100	51.607	966.950
975.140	51.847	966.989
975.180	49.531	967.026
975.220	45.024	967.066
975.260	37.683	967.106
975.300	28.999	967.149
975.340	18.332	967.186
975.380	6.580	967.230
975.420	-5.191	967.267
975.460	-17.182	967.309
975.500	-27.940	967.347
975.540	-38.458	967.388
975.580	-47.242	967.431
975.620	-53.626	967.467
975.660	-57.775	967.511
975.700	-60.024	967.548
975.740	-59.537	967.588
975.780	-56.706	967.630
975.820	-51.758	967.667
975.860	-44.116	967.710
975.900	-35.534	967.748
975.940	-25.532	967.789
975.980	-14.575	967.832
976.020	-3.066	967.867
976.060	8.234	967.909
976.100	19.051	967.952
976.140	29.313	967.991
976.180	38.117	968.029
976.220	45.064	968.066
976.260	50.256	968.109
976.300	52.833	968.148
976.340	53.741	968.187
976.380	51.853	968.230
976.420	47.848	968.268
976.460	41.640	968.307
976.500	33.383	968.347
976.540	23.858	968.389
976.580	12.538	968.432
976.620	1.278	968.468
976.660	-10.178	968.506
976.700	-21.570	968.544
976.740	-31.398	968.589
976.780	-40.306	968.630
976.820	-47.458	968.665
976.860	-52.084	968.708
976.900	-54.567	968.748
976.940	-54.051	968.788
976.980	-51.437	968.829
977.020	-45.903	968.871
977.060	-38.527	968.909
977.100	-29.698	968.947
977.140	-19.398	968.988
977.180	-7.956	969.028
977.220	3.401	969.065
977.260	15.180	969.107
977.300	26.370	969.147
977.340	36.305	969.188
977.380	44.538	969.229
977.420	50.728	969.270
977.460	55.435	969.310
977.500	57.389	969.349
977.540	57.181	969.387
977.580	54.285	969.428
977.620	49.244	969.469
977.660	42.165	969.509
977.700	33.339	969.545
977.740	23.187	969.583
977.780	11.767	969.624
977.820	0.108	969.666
977.860	-11.444	969.708
977.900	-22.719	969.745
977.940	-32.930	969.788
977.980	-42.258	969.826
978.020	-49.859	969.866
978.060	-55.323	969.904
978.100	-58.218	969.949
978.140	-58.781	969.987
978.180	-56.659	970.026
978.220	-52.076	970.066
978.260	-44.677	970.106
978.300	-35.459	970.146
978.340	-25.071	970.185
978.380	-13.428	970.224
978.420	-0.968	970.267
978.460	11.858	970.306
978.500	24.050	970.349
978.540	35.412	970.387
978.580	45.141	970.424
978.620	52.924	970.463
978.660	58.346	970.503
978.700	61.140	970.545
978.740	61.240	970.585
978.780	58.485	970.623
978.820	53.267	970.662
978.860	46.186	970.708
978.900	36.727	970.748
978.940	26.167	970.784
978.980	14.676	970.822
979.020	2.317	970.866
979.060	-10.037	970.905
979.100	-22.185	970.942
979.140	-32.958	970.982
979.180	-42.546	971.026
979.220	-50.758	971.066
979.260	-56.644	971.105
979.300	-60.357	971.146
979.340	-61.443	971.183
979.380	-60.009	971.225
979.420	-56.583	971.262
979.460	-50.150	971.305
979.500	-42.089	971.345
979.540	-32.434	971.384
979.580	-21.292	971.422
979.620	-9.781	971.464
979.660	2.522	971.507
979.700	14.686	971.543
979.740	26.257	971.585
979.780	36.716	971.625
979.820	45.133	971.663
979.860	51.962	971.703
979.900	56.584	971.744
979.940	58.095	971.785
979.980	57.534	971.825
980.020	54.061	971.864
980.060	48.358	971.904
980.100	40.602	971.943
980.140	30.954	971.986
980.180	19.948	972.023
980.220	8.548	972.066
980.260	-3.253	972.108
980.300	-14.223	972.144
980.340	-24.519	972.182
980.380	-33.457	972.226
980.420	-40.985	972.263
980.460	-46.553	972.304
980.500	-49.718	972.348
980.540	-50.757	972.384
980.580	-49.235	972.426
980.620	-45.616	972.465
980.660	-39.799	972.506
980.700	-32.552	972.546
980.740	-23.332	972.585
980.780	-13.614	972.624
980.820	-2.949	972.664
980.860	8.090	972.705
980.900	18.420	972.743
980.940	28.387	972.784
980.980	36.863	972.823
981.020	43.625	972.866
981.060	48.700	972.905
981.100	51.686	972.941
981.140	52.350	972.984
981.180	50.677	973.024
981.220	46.926	973.062
981.260	41.295	973.102
981.300	33.692	973.142
981.340	24.992	973.187
981.380	14.801	973.225
981.420	3.745	973.266
981.460	-6.929	973.306
981.500	-17.647	973.342
981.540	-27.625	973.383
981.580	-36.563	973.424
981.620	-43.434	973.464
981.660	-48.858	973.500
981.700	-52.039	973.540
981.740	-52.219	973.578
981.780	-50.677	973.623
981.820	-46.415	973.663
981.860	-39.836	973.707
981.900	-31.752	973.744
981.940	-22.307	973.784
981.980	-11.269	973.824
982.020	0.152	973.863
982.060	11.029	973.900
982.100	21.873	973.944
982.140	31.475	973.985
982.180	40.058	974.027
982.220	46.335	974.066
982.260	50.625	974.104
982.300	52.469	974.140
982.340	52.450	974.184
982.380	49.802	974.224
982.420	45.178	974.269
982.460	38.736	974.309
982.500	30.719	974.340
982.540	20.926	974.383
982.580	10.507	974.424
982.620	-0.319	974.463
982.660	-11.185	974.505
982.700	-21.643	974.542
982.740	-31.501	974.583
982.780	-40.317	974.623
982.820	-47.476	974.660
982.860	-52.741	974.705
982.900	-55.449	974.745
982.940	-56.223	974.782
982.980	-54.447	974.824
983.020	-50.260	974.864
983.060	-43.692	974.905
983.100	-35.582	974.944
983.140	-25.797	974.982
983.180	-14.458	975.022
983.220	-3.232	975.063
983.260	8.848	975.103
983.300	20.621	975.142
983.340	31.592	975.183
983.380	40.716	975.224
983.420	48.147	975.268
983.460	53.475	975.308
983.500	56.837	975.346
983.540	57.587	975.383
983.580	55.808	975.421
983.620	51.560	975.468
983.660	45.469	975.506
983.700	37.560	975.544
983.740	27.778	975.584
983.780	16.825	975.624
983.820	5.646	975.664
983.860	-5.404	975.703
983.900	-16.453	975.746
983.940	-26.562	975.785
983.980	-35.181	975.824
984.020	-41.963	975.864
984.060	-47.535	975.906
984.100	-50.558	975.943
984.140	-51.421	975.987
984.180	-50.303	976.027
984.220	-46.390	976.065
984.260	-40.999	976.104
984.300	-33.404	976.146
984.340	-24.288	976.185
984.380	-14.155	976.227
984.420	-3.137	976.267
984.460	8.501	976.308
984.500	19.726	976.347
984.540	30.488	976.385
984.580	40.021	976.426
984.620	47.639	976.468
984.660	53.240	976.504
984.700	57.066	976.545
984.740	58.042	976.584
984.780	56.727	976.625
984.820	53.002	976.663
984.860	46.924	976.706
984.900	38.800	976.746
984.940	29.348	976.784
984.980	18.403	976.828
985.020	7.169	976.865
985.060	-4.264	976.907
985.100	-15.339	976.945
985.140	-25.982	976.987
985.180	-34.916	977.027
985.220	-42.261	977.066
985.260	-47.928	977.105
985.300	-50.970	977.150
985.340	-52.201	977.188
985.380	-50.929	977.227
985.420	-46.938	977.264
985.460	-41.517	977.306
985.500	-33.997	977.345
985.540	-24.944	977.381
985.580	-15.106	977.426
985.620	-4.696	977.466
985.660	6.170	977.510
985.700	16.531	977.548
985.740	26.289	977.587
985.780	34.723	977.625
985.820	41.781	977.664
985.860	46.403	977.706
985.900	49.655	977.751
985.940	50.633	977.788
985.980	49.130	977.826
986.020	45.741	977.864
986.060	39.830	977.906
986.100	32.099	977.947
986.140	23.298	977.989
986.180	12.952	978.029
986.220	1.937	978.067
986.260	-9.312	978.109
986.300	-20.654	978.148
986.340	-30.892	978.181
986.380	-40.048	978.225
986.420	-47.542	978.266
986.460	-53.467	978.308
986.500	-56.847	978.346
986.540	-57.694	978.385
986.580	-55.992	978.427
986.620	-51.757	978.462
986.660	-45.196	978.503
986.700	-36.779	978.547
986.740	-26.792	978.585
986.780	-15.553	978.625
986.820	-3.869	978.667
986.860	8.104	978.703
986.900	19.673	978.748
986.940	30.184	978.789
986.980	39.057	978.823
987.020	46.998	978.866
987.060	52.386	978.905
987.100	55.918	978.945
987.140	57.295	978.987
987.180	56.409	979.023
987.220	53.032	979.064
987.260	47.395	979.108
987.300	40.614	979.146
987.340	32.173	979.185
987.380	22.506	979.225
987.420	11.597	979.268
987.460	0.604	979.309
987.500	-10.403	979.347
987.540	-20.639	979.387
987.580	-30.165	979.429
987.620	-38.177	979.466
987.660	-44.524	979.505
987.700	-48.834	979.548
987.740	-50.775	979.585
987.780	-50.628	979.627
987.820	-47.893	979.664
987.860	-43.417	979.707
987.900	-36.472	979.743
987.940	-28.275	979.786
987.980	-18.620	979.826
988.020	-8.007	979.864
988.060	2.770	979.907
988.100	13.934	979.945
988.140	24.427	979.988
988.180	33.500	980.024
988.220	41.361	980.064
988.260	47.367	980.107
988.300	50.662	980.144
988.340	51.800	980.187
988.380	50.707	980.227
988.420	47.431	980.266
988.460	42.274	980.306
988.500	35.141	980.344
988.540	26.552	980.387
988.580	16.403	980.428
988.620	6.227	980.464
988.660	-3.868	980.501
988.700	-13.960	980.546
988.740	-23.180	980.586
988.780	-31.478	980.627
988.820	-38.883	980.666
988.860	-44.076	980.705
988.900	-47.698	980.743
988.940	-49.449	980.785
988.980	-48.896	980.824
989.020	-46.217	980.866
989.060	-41.717	980.907
989.100	-35.691	980.945
989.140	-28.007	980.986
989.180	-19.102	981.026
989.220	-9.359	981.064
989.260	0.582	981.105
989.300	10.497	981.151
989.340	19.758	981.186
989.380	28.685	981.226
989.420	36.123	981.264
989.460	41.924	981.308
989.500	45.569	981.342
989.540	47.283	981.388
989.580	46.620	981.429
989.620	43.664	981.467
989.660	38.905	981.508
989.700	32.527	981.544
989.740	24.392	981.584
989.780	14.795	981.626
989.820	4.952	981.666
989.860	-5.012	981.706
989.900	-14.867	981.745
989.940	-24.235	981.786
989.980	-32.250	981.826
990.020	-38.827	981.867
990.060	-43.215	981.904
990.100	-46.149	981.945
990.140	-46.740	981.988
990.180	-44.955	982.024
990.220	-41.094	982.068
990.260	-35.300	982.107
990.300	-27.857	982.146
990.340	-19.398	982.187
990.380	-9.532	982.225
990.420	0.660	982.265
990.460	10.836	982.308
990.500	20.888	982.343
990.540	30.050	982.382
990.580	38.296	982.424
990.620	45.049	982.464
990.660	49.970	982.500
990.700	53.072	982.543
990.740	53.945	982.583
990.780	52.625	982.624
990.820	49.352	982.667
990.860	44.040	982.705
990.900	36.515	982.745
990.940	27.974	982.784
990.980	18.002	982.825
991.020	7.157	982.864
991.060	-4.051	982.905
991.100	-15.247	982.948
991.140	-25.234	982.987
991.180	-34.513	983.027
991.220	-42.214	983.066
991.260	-48.024	983.104
991.300	-51.434	983.147
991.340	-53.416	983.184
991.380	-52.224	983.223
991.420	-49.102	983.263
991.460	-44.434	983.308
991.500	-37.271	983.344
991.540	-29.159	983.385
991.580	-19.888	983.425
991.620	-9.781	983.466
991.660	0.242	983.508
991.700	10.713	983.546
991.740	20.143	983.586
991.780	28.766	983.625
991.820	35.573	983.665
991.860	41.117	983.707
991.900	44.698	983.746
991.940	46.081	983.786
991.980	45.552	983.824
992.020	43.257	983.865
992.060	38.749	983.907
992.100	32.673	983.944
992.140	24.915	983.984
992.180	16.097	984.024
992.220	6.066	984.066
992.260	-3.168	984.103
992.300	-13.233	984.141
992.340	-22.233	984.184
992.380	-30.921	984.222
992.420	-38.046	984.263
992.460	-43.542	984.304
992.500	-47.156	984.344
992.540	-48.991	984.383
992.580	-48.633	984.425
992.620	-46.321	984.466
992.660	-41.650	984.503
992.700	-35.274	984.547
992.740	-27.763	984.586
992.780	-18.749	984.622
992.820	-9.155	984.664
992.860	0.822	984.708
992.900	10.690	984.746
992.940	19.868	984.783
992.980	28.354	984.826
993.020	35.146	984.863
993.060	40.459	984.903
993.100	44.110	984.944
993.140	45.601	984.989
993.180	45.262	985.026
993.220	42.978	985.063
993.260	38.772	985.103
993.300	33.248	985.148
993.340	26.121	985.186
993.380	18.049	985.225
993.420	9.158	985.261
993.460	0.311	985.306
993.500	-8.432	985.343
993.540	-16.660	985.385
993.580	-23.520	985.427
993.620	-29.735	985.466
993.660	-34.104	985.507
993.700	-36.914	985.546
993.740	-38.005	985.584
993.780	-37.294	985.624
993.820	-34.932	985.664
993.860	-30.737	985.706
993.900	-25.149	985.751
993.940	-18.091	985.787
993.980	-10.489	985.824
994.020	-2.040	985.868
994.060	6.934	985.907
994.100	15.462	985.945
994.140	23.439	985.986
994.180	30.035	986.024
994.220	35.746	986.064
994.260	39.772	986.104
994.300	42.209	986.144
994.340	42.649	986.185
994.380	40.956	986.220
994.420	37.586	986.264
994.460	32.472	986.302
994.500	25.650	986.347
994.540	18.361	986.389
994.580	9.725	986.426
994.620	0.401	986.466
994.660	-8.658	986.504
994.700	-17.138	986.543
994.740	-25.065	986.584
994.780	-32.218	986.625
994.820	-37.611	986.671
994.860	-41.266	986.710
994.900	-43.159	986.749
994.940	-43.440	986.788
994.980	-41.261	986.829
995.020	-38.013	986.865
995.060	-32.490	986.905
995.100	-26.153	986.944
995.140	-18.694	986.989
995.180	-10.091	987.030
995.220	-1.178	987.063
995.260	7.565	987.104
995.300	16.150	987.145
995.340	23.503	987.187
995.380	30.160	987.228
995.420	35.059	987.268
995.460	38.450	987.306
995.500	40.232	987.345
995.540	40.395	987.381
995.580	38.210	987.424
995.620	34.920	987.465
995.660	29.553	987.507
995.700	22.916	987.546
995.740	15.406	987.590
995.780	6.883	987.630
995.820	-1.900	987.668
995.860	-10.530	987.708
995.900	-18.458	987.748
995.940	-25.934	987.789
995.980	-32.190	987.828
996.020	-37.390	987.868
996.060	-40.406	987.906
996.100	-41.917	987.946
996.140	-41.744	987.986
996.180	-39.274	988.025
996.220	-35.540	988.071
996.260	-29.835	988.107
996.300	-22.809	988.145
996.340	-15.069	988.186
996.380	-6.383	988.227
996.420	2.824	988.268
996.460	11.765	988.309
996.500	20.232	988.342
996.540	27.947	988.387
996.580	34.236	988.427
996.620	39.246	988.466
996.660	42.206	988.504
996.700	43.396	988.546
996.740	42.606	988.588
996.780	40.088	988.626
996.820	35.668	988.670
996.860	29.836	988.709
996.900	22.592	988.747
996.940	14.285	988.785
996.980	5.567	988.828
997.020	-3.312	988.869
997.060	-11.868	988.905
997.100	-19.606	988.946
997.140	-27.118	988.990
997.180	-32.777	989.026
997.220	-37.081	989.064
997.260	-39.595	989.105
997.300	-40.435	989.148
997.340	-39.209	989.186
997.380	-36.475	989.224
997.420	-31.521	989.267
997.460	-25.613	989.309
997.500	-18.380	989.344
997.540	-10.428	989.386
997.580	-1.557	989.428
997.620	7.172	989.468
997.660	15.391	989.506
997.700	23.832	989.545
997.740	30.612	989.584
997.780	36.335	989.624
997.820	40.476	989.665
997.860	42.658	989.703
997.900	43.009	989.744
997.940	41.405	989.785
997.980	38.036	989.828
998.020	32.580	989.864
998.060	26.108	989.903
998.100	18.026	989.943
998.140	8.851	989.986
998.180	-0.473	990.027
998.220	-9.901	990.065
998.260	-19.111	990.108
998.300	-27.353	990.148
998.340	-34.395	990.184
998.380	-39.964	990.223
998.420	-43.866	990.263
998.460	-45.634	990.302
998.500	-45.738	990.348
998.540	-43.389	990.387
998.580	-39.637	990.425
998.620	-33.981	990.464
998.660	-26.746	990.506
998.700	-18.600	990.546
998.740	-9.281	990.586
998.780	0.350	990.625
998.820	9.969	990.665
998.860	19.006	990.710
998.900	27.353	990.746
998.940	34.752	990.787
998.980	40.518	990.825
999.020	44.521	990.864
999.060	47.059	990.904
999.100	47.192	990.941
999.140	45.439	990.984
999.180	41.671	991.026
999.220	35.791	991.061
999.260	28.738	991.104
999.300	19.841	991.145
999.340	9.778	991.183
999.380	-0.385	991.223
999.420	-10.443	991.263
999.460	-20.570	991.305
999.500	-30.119	991.345
999.540	-37.894	991.380
999.580	-44.315	991.421
999.620	-48.906	991.463
999.660	-51.399	991.506
999.700	-51.696	991.547
999.740	-49.759	991.585
999.780	-45.572	991.626
999.820	-39.470	991.661
999.860	-31.528	991.700
999.900	-22.168	991.743
999.940	-12.124	991.782
999.980	-1.603	991.824
1000.020	8.675	991.864
1000.060	19.387	991.904
1000.100	28.703	991.942
1000.140	37.103	991.984
1000.180	43.436	992.027
1000.220	48.390	992.064
1000.260	51.165	992.103
1000.300	51.763	992.146
1000.340	50.614	992.182
1000.380	47.072	992.225
1000.420	42.051	992.262
1000.460	34.826	992.305
1000.500	26.733	992.350
1000.540	17.432	992.390
1000.580	7.328	992.426
1000.620	-2.873	992.463
1000.660	-12.681	992.508
1000.700	-21.936	992.543
1000.740	-30.534	992.586
1000.780	-37.321	992.625
1000.820	-42.591	992.668
1000.860	-46.172	992.706
1000.900	-47.680	992.744
1000.940	-46.905	992.782
1000.980	-43.919	992.824
1001.020	-39.130	992.866
1001.060	-32.033	992.904
1001.100	-23.756	992.943
1001.140	-14.253	992.983
1001.180	-4.228	993.024
1001.220	6.181	993.067
1001.260	16.049	993.103
1001.300	25.580	993.148
1001.340	33.877	993.184
1001.380	40.488	993.225
1001.420	45.599	993.266
1001.460	48.846	993.301
1001.500	49.162	993.342
1001.540	47.824	993.387
1001.580	44.148	993.426
1001.620	38.747	993.466
1001.660	31.125	993.507
1001.700	22.359	993.543
1001.740	12.570	993.585
1001.780	2.207	993.625
1001.820	-7.967	993.665
1001.860	-17.828	993.704
1001.900	-26.997	993.746
1001.940	-34.654	993.786
1001.980	-40.877	993.823
1002.020	-45.383	993.864
1002.060	-47.665	993.905
1002.100	-48.169	993.943
1002.140	-46.515	993.983
1002.180	-43.042	994.023
1002.220	-37.443	994.064
1002.260	-30.675	994.105
1002.300	-22.356	994.145
1002.340	-13.458	994.185
1002.380	-3.455	994.222
1002.420	6.301	994.263
1002.460	16.297	994.303
1002.500	25.229	994.346
1002.540	32.973	994.384
1002.580	39.646	994.421
1002.620	44.421	994.465
1002.660	47.403	994.502
1002.700	47.909	994.541
1002.740	46.474	994.586
1002.780	42.818	994.626
1002.820	37.451	994.663
1002.860	30.037	994.707
1002.900	21.220	994.741
1002.940	11.266	994.781
1002.980	0.949	994.825
1003.020	-9.651	994.865
1003.060	-20.174	994.903
1003.100	-29.630	994.940
1003.140	-38.018	994.984
1003.180	-44.573	995.027
1003.220	-49.485	995.062
1003.260	-52.097	995.099
1003.300	-52.672	995.142
1003.340	-50.420	995.179
1003.380	-46.208	995.224
1003.420	-39.918	995.264
1003.460	-32.010	995.305
1003.500	-22.894	995.345
1003.540	-12.628	995.381
1003.580	-2.474	995.424
1003.620	8.387	995.464
1003.660	18.993	995.504
1003.700	28.247	995.547
1003.740	36.520	995.581
1003.780	43.651	995.624
1003.820	48.449	995.664
1003.860	51.873	995.703
1003.900	53.028	995.747
1003.940	51.776	995.784
1003.980	48.599	995.823
1004.020	43.268	995.863
1004.060	36.241	995.901
1004.100	27.967	995.941
1004.140	18.349	995.982
1004.180	7.599	996.021
1004.220	-3.342	996.063
1004.260	-13.941	996.107
1004.300	-24.072	996.143
1004.340	-33.062	996.183
1004.380	-40.839	996.223
1004.420	-47.087	996.262
1004.460	-51.186	996.301
1004.500	-53.320	996.344
1004.540	-52.423	996.384
1004.580	-49.250	996.425
1004.620	-43.957	996.460
1004.660	-36.424	996.505
1004.700	-27.799	996.539
1004.740	-17.763	996.579
1004.780	-7.287	996.620
1004.820	3.463	996.660
1004.860	14.109	996.701
1004.900	24.312	996.741
1004.940	32.790	996.782
1004.980	39.727	996.820
1005.020	45.201	996.860
1005.060	48.011	996.900
1005.100	49.203	996.941
1005.140	47.996	996.983
1005.180	44.836	997.023
1005.220	39.170	997.058
1005.260	32.379	997.102
1005.300	24.251	997.147
1005.340	14.454	997.179
1005.380	4.326	997.219
1005.420	-6.216	997.261
1005.460	-16.235	997.301
1005.500	-26.532	997.339
1005.540	-35.342	997.380
1005.580	-42.635	997.421
1005.620	-48.493	997.465
1005.660	-51.719	997.501
1005.700	-53.495	997.541
1005.740	-52.603	997.580
1005.780	-49.428	997.620
1005.820	-44.203	997.663
1005.860	-37.196	997.704
1005.900	-28.739	997.741
1005.940	-19.055	997.779
1005.980	-8.033	997.820
1006.020	3.188	997.859
1006.060	13.860	997.904
1006.100	24.104	997.938
1006.140	33.182	997.980
1006.180	40.729	998.024
1006.220	46.392	998.060
1006.260	49.396	998.101
1006.300	50.682	998.143
1006.340	49.223	998.183
1006.380	46.180	998.224
1006.420	40.573	998.264
1006.460	33.438	998.303
1006.500	24.730	998.343
1006.540	14.949	998.386
1006.580	4.316	998.423
1006.620	-5.814	998.461
1006.660	-15.910	998.504
1006.700	-25.108	998.545
1006.740	-33.140	998.586
1006.780	-39.794	998.625
1006.820	-44.503	998.663
1006.860	-47.758	998.706
1006.900	-48.488	998.744
1006.940	-47.523	998.782
1006.980	-43.754	998.826
1007.020	-38.099	998.862
1007.060	-30.872	998.900
1007.100	-22.019	998.944
1007.140	-11.999	998.987
1007.180	-1.729	999.026
1007.220	9.291	999.063
1007.260	19.815	999.102
1007.300	29.853	999.145
1007.340	38.613	999.186
1007.380	46.183	999.222
1007.420	51.626	999.264
1007.460	54.762	999.304
1007.500	55.929	999.343
1007.540	54.745	999.385
1007.580	51.283	999.424
1007.620	45.710	999.467
1007.660	38.023	999.506
1007.700	28.786	999.545
1007.740	17.882	999.586
1007.780	6.110	999.624
1007.820	-5.333	999.663
1007.860	-16.990	999.702
1007.900	-27.142	999.746
1007.940	-36.595	999.785
1007.980	-43.582	999.827
1008.020	-48.975	999.870
1008.060	-52.488	999.905
1008.100	-53.763	999.945
1008.140	-52.551	999.986
1008.180	-49.145	1000.026
1008.220	-43.827	1000.065
1008.260	-36.878	1000.105
1008.300	-28.170	1000.147
1008.340	-18.404	1000.186
1008.380	-8.216	1000.224
1008.420	2.183	1000.267
1008.460	12.154	1000.307
1008.500	21.773	1000.344
1008.540	30.231	1000.386
1008.580	37.087	1000.423
1008.620	42.786	1000.465
1008.660	46.645	1000.507
1008.700	48.058	1000.546
1008.740	47.980	1000.588
1008.780	45.102	1000.628
1008.820	41.039	1000.667
1008.860	34.614	1000.703
1008.900	26.448	1000.747
1008.940	16.955	1000.783
1008.980	6.688	1000.824
1009.020	-3.941	1000.863
1009.060	-14.287	1000.903
1009.100	-24.740	1000.946
1009.140	-33.580	1000.987
1009.180	-41.088	1001.025
1009.220	-46.953	1001.065
1009.260	-50.828	1001.107
1009.300	-52.656	1001.144
1009.340	-51.832	1001.185
1009.380	-48.489	1001.225
1009.420	-43.031	1001.265
1009.460	-35.684	1001.305
1009.500	-26.865	1001.344
1009.540	-17.084	1001.385
1009.580	-6.151	1001.425
1009.620	4.769	1001.463
1009.660	15.478	1001.502
1009.700	25.529	1001.546
1009.740	34.336	1001.587
1009.780	41.274	1001.626
1009.820	46.493	1001.666
1009.860	49.932	1001.708
1009.900	50.897	1001.744
1009.940	49.722	1001.785
1009.980	46.445	1001.828
1010.020	40.942	1001.866
1010.060	33.985	1001.905
1010.100	25.442	1001.947
1010.140	15.968	1001.987
1010.180	5.971	1002.029
1010.220	-4.206	1002.065
1010.260	-14.175	1002.107
1010.300	-23.308	1002.150
1010.340	-31.433	1002.188
1010.380	-38.218	1002.226
1010.420	-43.354	1002.265
1010.460	-46.666	1002.307
1010.500	-47.675	1002.352
1010.540	-47.109	1002.392
1010.580	-44.195	1002.430
1010.620	-38.985	1002.463
1010.660	-31.924	1002.505
1010.700	-23.319	1002.546
1010.740	-13.907	1002.590
1010.780	-3.625	1002.630
1010.820	7.182	1002.669
1010.860	17.674	1002.708
1010.900	27.294	1002.750
1010.940	35.603	1002.782
1010.980	42.697	1002.826
1011.020	47.535	1002.870
1011.060	50.294	1002.911
1011.100	50.905	1002.945
1011.140	48.777	1002.988
1011.180	44.885	1003.025
1011.220	39.069	1003.066
1011.260	30.989	1003.106
1011.300	21.754	1003.146
1011.340	11.466	1003.189
1011.380	0.835	1003.226
1011.420	-9.508	1003.270
1011.460	-19.736	1003.306
1011.500	-28.749	1003.347
1011.540	-36.590	1003.381
1011.580	-42.540	1003.424
1011.620	-47.668	1003.466
1011.660	-50.507	1003.505
1011.700	-51.013	1003.542
1011.740	-49.490	1003.588
1011.780	-45.839	1003.624
1011.820	-40.520	1003.668
1011.860	-33.346	1003.706
1011.900	-24.974	1003.747
1011.940	-15.514	1003.786
1011.980	-5.790	1003.826
1012.020	4.324	1003.867
1012.060	14.713	1003.903
1012.100	24.313	1003.942
1012.140	32.870	1003.984
1012.180	40.020	1004.026
1012.220	45.423	1004.063
1012.260	48.603	1004.106
1012.300	49.432	1004.145
1012.340	48.729	1004.184
1012.380	45.235	1004.224
1012.420	39.816	1004.263
1012.460	32.379	1004.302
1012.500	23.426	1004.344
1012.540	13.425	1004.386
1012.580	3.014	1004.424
1012.620	-7.502	1004.463
1012.660	-17.882	1004.504
1012.700	-27.049	1004.544
1012.740	-35.374	1004.584
1012.780	-41.802	1004.622
1012.820	-46.448	1004.664
1012.860	-48.862	1004.706
1012.900	-48.853	1004.740
1012.940	-46.949	1004.780
1012.980	-42.936	1004.823
1013.020	-36.569	1004.865
1013.060	-29.038	1004.903
1013.100	-20.644	1004.942
1013.140	-11.155	1004.984
1013.180	-0.942	1005.024
1013.220	8.808	1005.064
1013.260	18.967	1005.106
1013.300	27.815	1005.143
1013.340	36.028	1005.183
1013.380	42.689	1005.223
1013.420	47.365	1005.263
1013.460	50.334	1005.303
1013.500	51.216	1005.342
1013.540	50.057	1005.383
1013.580	46.947	1005.423
1013.620	41.727	1005.463
1013.660	35.168	1005.502
1013.700	27.032	1005.544
1013.740	17.499	1005.583
1013.780	7.177	1005.619
1013.820	-3.146	1005.661
1013.860	-13.221	1005.704
1013.900	-22.843	1005.740
1013.940	-31.321	1005.781
1013.980	-38.371	1005.823
1014.020	-43.660	1005.864
1014.060	-47.136	1005.901
1014.100	-47.616	1005.940
1014.140	-46.551	1005.979
1014.180	-43.510	1006.025
1014.220	-37.871	1006.060
1014.260	-31.098	1006.102
1014.300	-22.539	1006.142
1014.340	-13.093	1006.183
1014.380	-2.951	1006.223
1014.420	7.343	1006.263
1014.460	17.199	1006.304
1014.500	26.390	1006.347
1014.540	34.036	1006.386
1014.580	40.332	1006.424
1014.620	44.528	1006.465
1014.660	46.680	1006.504
1014.700	46.764	1006.544
1014.740	44.572	1006.587
1014.780	41.032	1006.621
1014.820	35.169	1006.666
1014.860	28.309	1006.703
1014.900	19.595	1006.743
1014.940	10.000	1006.783
1014.980	0.081	1006.828
1015.020	-10.090	1006.867
1015.060	-19.775	1006.902
1015.100	-28.926	1006.947
1015.140	-36.983	1006.987
1015.180	-43.912	1007.022
1015.220	-48.613	1007.064
1015.260	-51.185	1007.105
1015.300	-52.090	1007.144
1015.340	-50.443	1007.182
1015.380	-46.661	1007.224
1015.420	-41.286	1007.265
1015.460	-33.992	1007.305
1015.500	-24.944	1007.345
1015.540	-15.065	1007.386
1015.580	-4.799	1007.426
1015.620	6.042	1007.468
1015.660	16.897	1007.504
1015.700	26.988	1007.544
1015.740	35.742	1007.584
1015.780	42.493	1007.625
1015.820	47.643	1007.662
1015.860	50.758	1007.700
1015.900	51.077	1007.746
1015.940	49.487	1007.785
1015.980	45.519	1007.825
1016.020	39.941	1007.867
1016.060	32.379	1007.903
1016.100	23.428	1007.943
1016.140	13.451	1007.984
1016.180	2.864	1008.027
1016.220	-7.513	1008.065
1016.260	-17.431	1008.102
1016.300	-26.649	1008.143
1016.340	-34.870	1008.187
1016.380	-41.414	1008.227
1016.420	-46.175	1008.264
