Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
250.860	75.793	242.721
250.900	20.408	242.758
250.940	-36.719	242.796
250.980	-94.684	242.837
251.020	-156.566	242.876
251.060	-218.528	242.922
251.100	-275.290	242.960
251.140	-322.240	242.998
251.180	-359.118	243.033
251.220	-387.764	243.073
251.260	-406.875	243.115
251.300	-409.068	243.158
251.340	-394.951	243.195
251.380	-367.138	243.240
251.420	-328.359	243.275
251.460	-272.269	243.314
251.500	-200.391	243.356
251.540	-118.447	243.395
251.580	-34.097	243.437
251.620	54.886	243.477
251.660	142.932	243.515
251.700	227.010	243.555
251.740	300.825	243.595
251.780	360.817	243.638
251.820	404.502	243.676
251.860	431.760	243.717
251.900	444.528	243.756
251.940	443.272	243.797
251.980	428.762	243.833
252.020	400.894	243.876
252.060	356.702	243.917
252.100	295.453	243.956
252.140	223.346	244.000
252.180	138.756	244.034
252.220	48.235	244.074
252.260	-43.978	244.118
252.300	-131.983	244.156
252.340	-210.743	244.198
252.380	-280.639	244.238
252.420	-338.045	244.275
252.460	-381.568	244.313
252.500	-410.312	244.354
252.540	-419.473	244.396
252.580	-412.580	244.435
252.620	-394.110	244.479
252.660	-363.562	244.516
252.700	-318.979	244.556
252.740	-259.664	244.596
252.780	-191.550	244.636
252.820	-115.173	244.678
252.860	-40.782	244.717
252.900	26.630	244.753
252.940	85.548	244.798
252.980	135.366	244.836
253.020	178.472	244.875
253.060	215.352	244.915
253.100	245.522	244.954
253.140	266.283	244.994
253.180	271.505	245.036
253.220	258.459	245.074
253.260	232.302	245.116
253.300	194.604	245.157
253.340	148.893	245.198
253.380	96.258	245.232
253.420	40.405	245.275
253.460	-11.677	245.312
253.500	-57.453	245.354
253.540	-95.611	245.398
253.580	-126.090	245.436
253.620	-149.208	245.477
253.660	-164.097	245.516
253.700	-169.800	245.556
253.740	-165.161	245.592
253.780	-146.890	245.637
253.820	-116.387	245.677
253.860	-75.360	245.713
253.900	-26.368	245.757
253.940	28.864	245.797
253.980	87.463	245.838
254.020	150.455	245.877
254.060	213.174	245.914
254.100	271.439	245.956
254.140	321.163	245.994
254.180	361.946	246.037
254.220	392.179	246.075
254.260	410.852	246.117
254.300	416.649	246.151
254.340	410.802	246.196
254.380	394.170	246.236
254.420	366.282	246.275
254.460	320.234	246.316
254.500	260.767	246.358
254.540	195.103	246.397
254.580	126.230	246.433
254.620	55.009	246.479
254.660	-15.310	246.516
254.700	-86.525	246.558
254.740	-151.612	246.599
254.780	-205.668	246.637
254.820	-246.255	246.677
254.860	-272.416	246.716
254.900	-284.370	246.756
254.940	-281.598	246.795
254.980	-262.285	246.838
255.020	-229.406	246.879
255.060	-186.230	246.919
255.100	-134.007	246.961
255.140	-70.803	246.998
255.180	-1.079	247.037
255.220	71.018	247.079
255.260	140.894	247.119
255.300	207.110	247.158
255.340	269.101	247.198
255.380	319.144	247.239
255.420	351.457	247.277
255.460	370.495	247.315
255.500	372.958	247.355
255.540	357.610	247.398
255.580	327.075	247.438
255.620	283.089	247.478
255.660	223.915	247.520
255.700	154.615	247.561
255.740	75.391	247.597
255.780	-10.064	247.639
255.820	-94.798	247.672
255.860	-172.291	247.714
255.900	-241.018	247.757
255.940	-301.976	247.796
255.980	-353.561	247.835
256.020	-392.354	247.876
256.060	-416.358	247.915
256.100	-427.594	247.954
256.140	-423.563	248.000
256.180	-403.544	248.036
256.220	-364.904	248.079
256.260	-312.808	248.115
256.300	-249.007	248.154
256.340	-174.848	248.198
256.380	-97.471	248.236
256.420	-21.689	248.277
256.460	55.496	248.316
256.500	131.330	248.357
256.540	202.978	248.396
256.580	267.185	248.436
256.620	322.491	248.477
256.660	363.177	248.517
256.700	388.818	248.555
256.740	397.401	248.594
256.780	388.728	248.642
256.820	362.055	248.678
256.860	321.050	248.714
256.900	267.382	248.756
256.940	203.331	248.799
256.980	131.916	248.838
257.020	59.256	248.877
257.060	-19.739	248.915
257.100	-102.188	248.957
257.140	-182.514	248.999
257.180	-254.069	249.035
257.220	-316.246	249.074
257.260	-362.410	249.119
257.300	-391.866	249.157
257.340	-402.752	249.197
257.380	-398.365	249.242
257.420	-382.401	249.278
257.460	-353.318	249.316
257.500	-312.922	249.355
257.540	-262.531	249.396
257.580	-208.731	249.439
257.620	-154.272	249.477
257.660	-102.677	249.516
257.700	-51.940	249.558
257.740	-0.095	249.597
257.780	44.078	249.639
257.820	77.657	249.676
257.860	104.908	249.714
257.900	127.647	249.755
257.940	140.938	249.796
257.980	143.113	249.839
258.020	134.033	249.875
258.060	110.658	249.920
258.100	75.356	249.958
258.140	33.551	249.999
258.180	-11.008	250.040
258.220	-58.617	250.078
258.260	-106.157	250.117
258.300	-150.046	250.157
258.340	-187.654	250.200
258.380	-217.904	250.239
258.420	-240.704	250.278
258.460	-253.881	250.319
258.500	-257.635	250.359
258.540	-251.070	250.398
258.580	-235.891	250.438
258.620	-210.211	250.480
258.660	-170.855	250.516
258.700	-122.034	250.556
258.740	-67.556	250.598
258.780	-11.065	250.640
258.820	45.788	250.678
258.860	101.829	250.715
258.900	154.399	250.757
258.940	200.082	250.799
258.980	242.699	250.837
259.020	280.452	250.877
259.060	304.941	250.916
259.100	303.356	250.959
259.140	287.826	250.997
259.180	263.083	251.039
259.220	225.483	251.077
259.260	171.920	251.118
259.300	103.779	251.156
259.340	29.008	251.197
259.380	-50.062	251.238
259.420	-121.621	251.279
259.460	-181.666	251.316
259.500	-226.090	251.357
259.540	-260.359	251.398
259.580	-284.275	251.439
259.620	-298.743	251.478
259.660	-301.636	251.517
259.700	-293.832	251.559
259.740	-277.601	251.599
259.780	-251.571	251.639
259.820	-213.837	251.675
259.860	-160.814	251.720
259.900	-96.795	251.758
259.940	-27.620	251.801
259.980	41.545	251.842
260.020	111.569	251.878
260.060	180.708	251.918
260.100	240.458	251.955
260.140	289.300	251.999
260.180	328.881	252.038
260.220	359.173	252.080
260.260	377.656	252.119
260.300	382.504	252.155
260.340	371.873	252.198
260.380	344.201	252.239
260.420	299.901	252.279
260.460	245.694	252.320
260.500	187.469	252.358
260.540	126.362	252.399
260.580	63.139	252.438
260.620	-2.951	252.480
260.660	-69.669	252.519
260.700	-135.383	252.558
260.740	-201.998	252.600
260.780	-259.554	252.638
260.820	-304.462	252.679
260.860	-335.145	252.719
260.900	-349.889	252.758
260.940	-348.198	252.799
260.980	-332.609	252.838
261.020	-300.647	252.881
261.060	-256.026	252.918
261.100	-203.989	252.958
261.140	-146.240	252.998
261.180	-83.102	253.039
261.220	-15.155	253.080
261.260	51.632	253.122
261.300	116.078	253.159
261.340	173.575	253.199
261.380	219.210	253.239
261.420	244.978	253.278
261.460	254.649	253.320
261.500	250.447	253.356
261.540	234.204	253.398
261.580	212.617	253.441
261.620	189.084	253.482
261.660	162.359	253.518
261.700	129.882	253.557
261.740	89.675	253.596
261.780	43.702	253.636
261.820	-7.924	253.673
261.860	-61.268	253.716
261.900	-109.534	253.759
261.940	-149.123	253.800
261.980	-180.129	253.842
262.020	-202.116	253.878
262.060	-214.388	253.919
262.100	-215.464	253.960
262.140	-204.784	254.001
262.180	-181.759	254.039
262.220	-149.583	254.079
262.260	-108.550	254.120
262.300	-56.007	254.160
262.340	2.374	254.200
262.380	62.388	254.241
262.420	119.757	254.278
262.460	168.746	254.321
262.500	211.243	254.357
262.540	252.031	254.396
262.580	293.443	254.439
262.620	327.549	254.478
262.660	347.431	254.519
262.700	351.331	254.557
262.740	339.877	254.594
262.780	313.241	254.639
262.820	270.962	254.680
262.860	216.310	254.720
262.900	153.044	254.757
262.940	82.684	254.796
262.980	9.068	254.837
263.020	-65.671	254.877
263.060	-135.512	254.918
263.100	-197.459	254.959
263.140	-249.431	254.998
263.180	-288.305	255.035
263.220	-314.723	255.079
263.260	-324.291	255.118
263.300	-319.975	255.155
263.340	-305.243	255.198
263.380	-279.866	255.237
263.420	-242.180	255.277
263.460	-196.432	255.315
263.500	-141.231	255.355
263.540	-79.533	255.396
263.580	-17.332	255.437
263.620	41.808	255.475
263.660	98.460	255.515
263.700	148.722	255.556
263.740	191.069	255.594
263.780	222.635	255.634
263.820	242.881	255.673
263.860	250.590	255.720
263.900	245.041	255.755
263.940	226.174	255.797
263.980	194.710	255.839
264.020	150.243	255.878
264.060	93.957	255.915
264.100	30.615	255.957
264.140	-37.858	255.999
264.180	-112.355	256.037
264.220	-188.229	256.076
264.260	-262.579	256.115
264.300	-329.682	256.161
264.340	-383.330	256.196
264.380	-423.949	256.238
264.420	-451.940	256.277
264.460	-466.234	256.318
264.500	-464.935	256.356
264.540	-445.012	256.399
264.580	-410.361	256.439
264.620	-361.439	256.478
264.660	-304.581	256.516
264.700	-242.096	256.555
264.740	-174.793	256.596
264.780	-104.503	256.639
264.820	-30.105	256.677
264.860	43.412	256.717
264.900	112.208	256.758
264.940	173.499	256.799
264.980	229.553	256.840
265.020	280.975	256.880
265.060	320.812	256.922
265.100	343.123	256.958
265.140	349.894	256.998
265.180	341.215	257.041
265.220	318.204	257.080
265.260	283.159	257.119
265.300	235.098	257.158
265.340	178.737	257.198
265.380	118.154	257.240
265.420	48.867	257.279
265.460	-24.747	257.318
265.500	-98.851	257.358
265.540	-167.015	257.401
265.580	-225.730	257.439
265.620	-273.050	257.480
265.660	-307.436	257.521
265.700	-326.477	257.561
265.740	-331.176	257.600
265.780	-323.693	257.642
265.820	-304.303	257.677
265.860	-274.799	257.721
265.900	-235.652	257.759
265.940	-189.181	257.800
265.980	-139.041	257.839
266.020	-86.373	257.880
266.060	-32.308	257.921
266.100	21.311	257.960
266.140	70.140	258.000
266.180	110.343	258.038
266.220	139.825	258.080
266.260	158.688	258.121
266.300	168.261	258.158
266.340	168.869	258.201
266.380	158.882	258.240
266.420	138.402	258.278
266.460	109.635	258.320
266.500	77.813	258.362
266.540	43.226	258.400
266.580	5.299	258.439
266.620	-37.258	258.478
266.660	-82.872	258.520
266.700	-127.679	258.560
266.740	-167.402	258.596
266.780	-200.119	258.638
266.820	-224.370	258.677
266.860	-236.520	258.717
266.900	-235.727	258.761
266.940	-223.341	258.798
266.980	-203.077	258.839
267.020	-174.313	258.876
267.060	-135.662	258.918
267.100	-87.737	258.960
267.140	-33.741	258.998
267.180	22.848	259.035
267.220	80.560	259.079
267.260	135.984	259.113
267.300	188.296	259.157
267.340	230.021	259.196
267.380	258.708	259.237
267.420	277.248	259.276
267.460	285.868	259.317
267.500	284.388	259.353
267.540	273.534	259.398
267.580	249.650	259.434
267.620	209.256	259.476
267.660	155.766	259.519
267.700	95.934	259.556
267.740	35.076	259.594
267.780	-17.156	259.634
267.820	-59.710	259.677
267.860	-108.528	259.719
267.900	-156.396	259.757
267.940	-193.798	259.799
267.980	-222.118	259.839
268.020	-246.057	259.874
268.060	-262.701	259.913
268.100	-269.220	259.954
268.140	-260.303	259.996
268.180	-234.433	260.037
268.220	-191.067	260.078
268.260	-138.772	260.115
268.300	-79.458	260.156
268.340	-12.031	260.197
268.380	57.551	260.240
268.420	122.949	260.282
268.460	181.502	260.317
268.500	232.806	260.359
268.540	273.178	260.399
268.580	304.843	260.435
268.620	323.667	260.478
268.660	328.408	260.518
268.700	320.163	260.558
268.740	302.068	260.598
268.780	269.788	260.637
268.820	224.380	260.676
268.860	166.739	260.717
268.900	99.760	260.759
268.940	27.108	260.798
268.980	-49.973	260.839
269.020	-127.269	260.877
269.060	-200.952	260.916
269.100	-268.832	260.956
269.140	-327.995	260.996
269.180	-372.732	261.038
269.220	-401.909	261.080
269.260	-417.922	261.121
269.300	-420.709	261.157
269.340	-410.350	261.195
269.380	-381.406	261.239
269.420	-337.859	261.275
269.460	-286.132	261.316
269.500	-225.835	261.359
269.540	-154.645	261.401
269.580	-74.082	261.438
269.620	9.669	261.476
269.660	90.630	261.516
269.700	164.572	261.557
269.740	227.614	261.600
269.780	278.431	261.637
269.820	315.367	261.678
269.860	336.475	261.714
269.900	345.162	261.754
269.940	344.214	261.796
269.980	332.629	261.839
270.020	308.883	261.876
270.060	273.924	261.916
270.100	227.691	261.956
270.140	170.880	261.999
270.180	106.985	262.038
270.220	38.802	262.079
270.260	-31.061	262.118
270.300	-94.422	262.157
270.340	-150.227	262.199
270.380	-195.426	262.236
270.420	-228.401	262.276
270.460	-250.806	262.314
270.500	-259.459	262.359
270.540	-253.134	262.398
270.580	-233.096	262.434
270.620	-204.506	262.476
270.660	-168.530	262.518
270.700	-122.270	262.555
270.740	-66.821	262.596
270.780	-5.764	262.638
270.820	55.006	262.679
270.860	113.819	262.715
270.900	169.829	262.756
270.940	222.712	262.797
270.980	268.203	262.839
271.020	302.178	262.874
271.060	322.448	262.918
271.100	324.272	262.957
271.140	308.645	262.998
271.180	276.663	263.037
271.220	230.995	263.079
271.260	177.028	263.115
271.300	116.917	263.155
271.340	53.522	263.195
271.380	-11.909	263.241
271.420	-73.433	263.276
271.460	-127.135	263.317
271.500	-174.379	263.357
271.540	-217.453	263.397
271.580	-254.176	263.435
271.620	-280.840	263.475
271.660	-299.457	263.517
271.700	-309.150	263.555
271.740	-305.593	263.597
271.780	-286.230	263.637
271.820	-250.904	263.682
271.860	-205.576	263.719
271.900	-154.247	263.759
271.940	-98.302	263.796
271.980	-40.801	263.836
272.020	15.000	263.876
272.060	69.336	263.916
272.100	118.318	263.959
272.140	159.033	263.999
272.180	191.412	264.040
272.220	217.524	264.079
272.260	240.037	264.114
272.300	250.322	264.155
272.340	243.552	264.199
272.380	222.723	264.236
272.420	191.312	264.276
272.460	151.073	264.317
272.500	106.722	264.357
272.540	61.307	264.397
272.580	12.038	264.437
272.620	-43.420	264.479
272.660	-99.767	264.520
272.700	-153.448	264.556
272.740	-197.206	264.596
272.780	-228.755	264.637
272.820	-249.546	264.675
272.860	-256.888	264.717
272.900	-249.448	264.758
272.940	-229.133	264.800
272.980	-198.310	264.836
273.020	-157.811	264.878
273.060	-110.651	264.921
273.100	-56.280	264.959
273.140	2.906	264.998
273.180	56.881	265.039
273.220	108.377	265.081
273.260	162.120	265.120
273.300	220.288	265.159
273.340	275.989	265.198
273.380	322.531	265.243
273.420	358.481	265.278
273.460	382.549	265.317
273.500	391.666	265.360
273.540	386.059	265.402
273.580	367.787	265.440
273.620	335.723	265.478
273.660	293.247	265.521
273.700	244.258	265.559
273.740	193.266	265.599
273.780	137.010	265.635
273.820	76.220	265.676
273.860	11.431	265.721
273.900	-49.730	265.759
273.940	-107.722	265.797
273.980	-161.514	265.840
274.020	-206.348	265.880
274.060	-242.568	265.919
274.100	-268.165	265.955
274.140	-283.333	265.999
274.180	-288.658	266.038
274.220	-281.570	266.081
274.260	-259.974	266.119
274.300	-224.753	266.157
274.340	-180.143	266.193
274.380	-129.739	266.237
274.420	-77.652	266.277
274.460	-25.659	266.319
274.500	23.810	266.358
274.540	68.323	266.395
274.580	107.154	266.437
274.620	136.399	266.478
274.660	155.239	266.518
274.700	164.846	266.560
274.740	163.630	266.596
274.780	151.162	266.639
274.820	127.413	266.680
274.860	94.546	266.718
274.900	58.857	266.759
274.940	19.391	266.795
274.980	-23.452	266.838
275.020	-67.231	266.877
275.060	-111.362	266.921
275.100	-155.413	266.959
275.140	-196.292	266.998
275.180	-230.027	267.038
275.220	-252.834	267.081
275.260	-262.359	267.119
275.300	-260.193	267.158
275.340	-248.181	267.198
275.380	-225.885	267.240
275.420	-192.551	267.278
275.460	-150.107	267.320
275.500	-101.504	267.360
275.540	-50.864	267.399
275.580	0.267	267.439
275.620	48.301	267.477
275.660	92.603	267.520
275.700	132.202	267.558
275.740	166.248	267.600
275.780	191.895	267.640
275.820	208.615	267.681
275.860	217.367	267.718
275.900	218.568	267.757
275.940	208.114	267.803
275.980	185.301	267.837
276.020	150.947	267.878
276.060	107.622	267.922
276.100	58.450	267.961
276.140	4.804	268.000
276.180	-51.516	268.039
276.220	-105.985	268.080
276.260	-154.223	268.120
276.300	-191.723	268.158
276.340	-220.683	268.202
276.380	-239.734	268.239
276.420	-247.898	268.272
276.460	-244.372	268.319
276.500	-228.953	268.358
276.540	-198.396	268.398
276.580	-152.461	268.438
276.620	-103.365	268.478
276.660	-48.227	268.517
276.700	14.392	268.557
276.740	77.801	268.601
276.780	138.529	268.642
276.820	195.222	268.679
276.860	246.079	268.720
276.900	291.130	268.762
276.940	325.101	268.800
276.980	349.188	268.839
277.020	360.997	268.877
277.060	358.482	268.920
277.100	344.132	268.961
277.140	317.348	269.000
277.180	277.365	269.040
277.220	224.687	269.077
277.260	164.269	269.123
277.300	95.619	269.161
277.340	18.950	269.201
277.380	-62.080	269.244
277.420	-143.164	269.281
277.460	-218.250	269.321
277.500	-286.397	269.358
277.540	-341.380	269.399
277.580	-383.132	269.439
277.620	-410.469	269.480
277.660	-423.223	269.524
277.700	-421.952	269.560
277.740	-406.164	269.597
277.780	-374.226	269.642
277.820	-328.259	269.681
277.860	-271.890	269.724
277.900	-205.687	269.762
277.940	-130.574	269.798
277.980	-52.283	269.839
278.020	24.498	269.885
278.060	95.290	269.920
278.100	160.100	269.960
278.140	217.357	270.001
278.180	265.837	270.040
278.220	305.294	270.080
278.260	335.415	270.119
278.300	353.846	270.161
278.340	357.255	270.202
278.380	345.967	270.241
278.420	322.497	270.277
278.460	286.099	270.322
278.500	235.371	270.364
278.540	176.250	270.401
278.580	112.812	270.441
278.620	50.412	270.482
278.660	-8.746	270.518
278.700	-63.993	270.562
278.740	-115.242	270.600
278.780	-159.488	270.643
278.820	-191.490	270.682
278.860	-212.308	270.723
278.900	-220.862	270.762
278.940	-217.814	270.801
278.980	-201.589	270.842
279.020	-174.233	270.881
279.060	-138.789	270.921
279.100	-95.839	270.963
279.140	-44.945	271.002
279.180	7.918	271.041
279.220	59.873	271.082
279.260	110.580	271.123
279.300	157.470	271.161
279.340	198.753	271.202
279.380	230.864	271.242
279.420	253.994	271.281
279.460	267.230	271.322
279.500	270.125	271.361
279.540	259.567	271.398
279.580	235.202	271.440
279.620	199.928	271.481
279.660	156.289	271.522
279.700	104.841	271.563
279.740	49.668	271.597
279.780	-2.557	271.640
279.820	-51.009	271.683
279.860	-97.281	271.722
279.900	-140.023	271.760
279.940	-179.298	271.801
279.980	-212.436	271.845
280.020	-240.032	271.882
280.060	-258.758	271.920
280.100	-264.534	271.964
280.140	-254.393	272.002
280.180	-230.686	272.040
280.220	-195.491	272.084
280.260	-153.536	272.124
280.300	-107.505	272.163
280.340	-57.519	272.202
280.380	-9.071	272.245
280.420	37.261	272.280
280.460	84.435	272.321
280.500	127.670	272.361
280.540	164.707	272.400
280.580	196.175	272.439
280.620	220.000	272.479
280.660	235.029	272.522
280.700	239.169	272.561
280.740	229.839	272.599
280.780	206.328	272.641
280.820	167.740	272.682
280.860	120.309	272.721
280.900	67.557	272.759
280.940	10.634	272.800
280.980	-47.163	272.842
281.020	-103.298	272.880
281.060	-159.002	272.921
281.100	-212.167	272.958
281.140	-259.188	272.998
281.180	-297.748	273.042
281.220	-327.506	273.081
281.260	-344.227	273.119
281.300	-344.311	273.161
281.340	-329.239	273.200
281.380	-301.330	273.240
281.420	-263.653	273.279
281.460	-215.323	273.320
281.500	-156.838	273.361
281.540	-93.349	273.402
281.580	-26.474	273.439
281.620	41.579	273.480
281.660	106.452	273.519
281.700	164.985	273.563
281.740	217.977	273.601
281.780	263.757	273.640
281.820	300.211	273.682
281.860	327.561	273.720
281.900	340.253	273.759
281.940	337.846	273.800
281.980	321.174	273.839
282.020	289.804	273.876
282.060	245.045	273.918
282.100	192.354	273.958
282.140	136.102	273.999
282.180	78.583	274.040
282.220	19.737	274.079
282.260	-39.160	274.120
282.300	-94.769	274.161
282.340	-142.544	274.200
282.380	-183.870	274.239
282.420	-217.081	274.279
282.460	-243.018	274.319
282.500	-260.785	274.363
282.540	-267.414	274.399
282.580	-264.827	274.436
282.620	-251.344	274.477
282.660	-227.992	274.516
282.700	-193.923	274.555
282.740	-151.412	274.600
282.780	-103.696	274.640
282.820	-53.092	274.681
282.860	-5.081	274.717
282.900	37.942	274.761
282.940	74.923	274.800
282.980	105.986	274.838
283.020	128.805	274.875
283.060	139.224	274.919
283.100	138.492	274.960
283.140	128.103	274.998
283.180	109.529	275.041
283.220	86.557	275.082
283.260	61.422	275.117
283.300	33.159	275.159
283.340	1.475	275.197
283.380	-35.096	275.240
283.420	-73.430	275.277
283.460	-108.284	275.316
283.500	-137.423	275.360
283.540	-160.818	275.400
283.580	-175.280	275.440
283.620	-178.600	275.478
283.660	-172.005	275.524
283.700	-156.317	275.560
283.740	-131.309	275.598
283.780	-97.994	275.638
283.820	-57.575	275.677
283.860	-9.843	275.719
283.900	40.274	275.757
283.940	89.915	275.801
283.980	138.716	275.839
284.020	184.567	275.879
284.060	221.733	275.919
284.100	249.046	275.956
284.140	266.861	275.999
284.180	277.850	276.039
284.220	280.431	276.078
284.260	273.911	276.120
284.300	255.411	276.158
284.340	224.336	276.199
284.380	185.234	276.238
284.420	137.364	276.283
284.460	84.964	276.321
284.500	31.389	276.363
284.540	-25.671	276.397
284.580	-85.537	276.439
284.620	-139.429	276.480
284.660	-185.671	276.520
284.700	-225.124	276.558
284.740	-257.991	276.599
284.780	-281.539	276.639
284.820	-294.669	276.680
284.860	-293.703	276.719
284.900	-279.375	276.759
284.940	-251.480	276.799
284.980	-211.588	276.840
285.020	-162.824	276.879
285.060	-109.429	276.916
285.100	-51.661	276.957
285.140	9.773	276.999
285.180	70.553	277.040
285.220	128.337	277.082
285.260	187.058	277.121
285.300	247.412	277.160
285.340	306.974	277.201
285.380	356.717	277.236
285.420	388.872	277.276
285.460	399.879	277.318
285.500	392.003	277.358
285.540	368.976	277.398
285.580	330.001	277.439
285.620	278.102	277.476
285.660	216.538	277.520
285.700	148.816	277.560
285.740	71.444	277.598
285.780	-9.504	277.641
285.820	-89.852	277.680
285.860	-165.675	277.719
285.900	-232.989	277.760
285.940	-288.136	277.800
285.980	-329.159	277.838
286.020	-354.369	277.876
286.060	-366.846	277.920
286.100	-366.906	277.959
286.140	-353.520	277.999
286.180	-326.342	278.039
286.220	-285.349	278.079
286.260	-236.560	278.120
286.300	-177.657	278.158
286.340	-109.224	278.200
286.380	-35.474	278.240
286.420	35.032	278.284
286.460	99.842	278.321
286.500	160.523	278.357
286.540	218.558	278.398
286.580	272.286	278.437
286.620	316.328	278.478
286.660	346.697	278.518
286.700	360.260	278.560
286.740	359.703	278.600
286.780	344.901	278.640
286.820	316.436	278.676
286.860	275.961	278.717
286.900	227.525	278.758
286.940	175.351	278.799
286.980	122.377	278.838
287.020	68.404	278.878
287.060	13.138	278.918
287.100	-39.012	278.959
287.140	-83.995	278.997
287.180	-121.592	279.037
287.220	-148.707	279.081
287.260	-164.904	279.120
287.300	-170.392	279.156
287.340	-165.950	279.200
287.380	-151.250	279.241
287.420	-126.717	279.275
287.460	-93.711	279.316
287.500	-55.737	279.358
287.540	-12.036	279.400
287.580	32.994	279.439
287.620	75.923	279.478
287.660	115.596	279.522
287.700	151.861	279.558
287.740	181.677	279.597
287.780	203.707	279.636
287.820	217.806	279.680
287.860	222.580	279.720
287.900	215.408	279.762
287.940	198.841	279.803
287.980	173.763	279.839
288.020	142.411	279.877
288.060	104.294	279.917
288.100	59.657	279.956
288.140	9.100	280.000
288.180	-43.106	280.040
288.220	-94.828	280.079
288.260	-141.762	280.120
288.300	-183.771	280.156
288.340	-221.312	280.198
288.380	-251.166	280.236
288.420	-272.050	280.279
288.460	-280.205	280.319
288.500	-274.507	280.359
288.540	-253.121	280.398
288.580	-217.001	280.440
288.620	-169.090	280.479
288.660	-114.688	280.520
288.700	-58.237	280.562
288.740	-3.796	280.600
288.780	47.644	280.639
288.820	94.968	280.677
288.860	137.724	280.717
288.900	174.261	280.762
288.940	204.793	280.801
288.980	225.137	280.839
289.020	232.837	280.877
289.060	228.269	280.917
289.100	212.014	280.960
289.140	185.811	280.997
289.180	151.554	281.039
289.220	107.932	281.079
289.260	58.621	281.121
289.300	7.952	281.162
289.340	-43.083	281.199
289.380	-93.211	281.238
289.420	-146.199	281.280
289.460	-201.159	281.322
289.500	-247.157	281.358
289.540	-284.637	281.396
289.580	-308.957	281.438
289.620	-319.652	281.477
289.660	-319.413	281.522
289.700	-306.232	281.562
289.740	-281.484	281.600
289.780	-248.492	281.642
289.820	-205.000	281.680
289.860	-152.779	281.719
289.900	-91.519	281.761
289.940	-24.416	281.797
289.980	45.128	281.840
290.020	113.254	281.880
290.060	172.119	281.920
290.100	222.431	281.959
290.140	261.964	282.000
290.180	292.733	282.040
290.220	313.565	282.080
290.260	325.908	282.119
290.300	329.472	282.157
290.340	319.440	282.198
290.380	294.862	282.239
290.420	259.666	282.280
290.460	215.808	282.320
290.500	166.280	282.362
290.540	115.787	282.401
290.580	62.794	282.441
290.620	8.524	282.483
290.660	-45.887	282.521
290.700	-99.439	282.558
290.740	-150.394	282.597
290.780	-193.357	282.642
290.820	-227.405	282.681
290.860	-251.112	282.718
290.900	-263.089	282.760
290.940	-265.803	282.798
290.980	-259.154	282.839
291.020	-242.354	282.882
291.060	-215.188	282.921
291.100	-179.758	282.960
291.140	-138.032	282.999
291.180	-95.471	283.044
291.220	-52.089	283.079
291.260	-9.816	283.122
291.300	27.624	283.159
291.340	58.616	283.200
291.380	82.064	283.239
291.420	96.129	283.279
291.460	100.865	283.320
291.500	97.175	283.363
291.540	84.487	283.399
291.580	61.984	283.438
291.620	31.634	283.482
291.660	-6.693	283.521
291.700	-54.210	283.560
291.740	-105.191	283.599
291.780	-157.657	283.640
291.820	-209.496	283.682
291.860	-253.898	283.722
291.900	-287.943	283.762
291.940	-308.346	283.795
291.980	-314.355	283.840
292.020	-304.295	283.881
292.060	-280.624	283.921
292.100	-250.348	283.963
292.140	-211.664	284.001
292.180	-164.327	284.042
292.220	-109.650	284.082
292.260	-49.456	284.120
292.300	18.340	284.161
292.340	91.512	284.202
292.380	163.642	284.242
292.420	228.955	284.282
292.460	285.365	284.320
292.500	328.340	284.363
292.540	359.629	284.400
292.580	377.884	284.443
292.620	383.710	284.483
292.660	376.262	284.519
292.700	356.734	284.563
292.740	326.314	284.602
292.780	285.153	284.642
292.820	236.429	284.681
292.860	179.013	284.717
292.900	114.947	284.759
292.940	47.989	284.801
292.980	-16.500	284.843
293.020	-76.223	284.880
293.060	-132.237	284.920
293.100	-182.610	284.961
293.140	-225.188	285.004
293.180	-257.301	285.043
293.220	-276.626	285.079
293.260	-283.330	285.119
293.300	-278.054	285.160
293.340	-261.148	285.202
293.380	-229.571	285.241
293.420	-186.379	285.279
293.460	-133.098	285.322
293.500	-72.348	285.359
293.540	-7.488	285.400
293.580	58.977	285.440
293.620	124.197	285.483
293.660	183.277	285.521
293.700	233.542	285.558
293.740	272.273	285.600
293.780	299.826	285.640
293.820	313.386	285.680
293.860	311.551	285.721
293.900	292.373	285.758
293.940	262.693	285.798
293.980	223.569	285.841
294.020	168.140	285.882
294.060	100.678	285.920
294.100	33.372	285.960
294.140	-33.713	286.000
294.180	-98.857	286.043
294.220	-158.003	286.084
294.260	-211.757	286.124
294.300	-259.498	286.160
294.340	-300.443	286.201
294.380	-332.480	286.242
294.420	-355.195	286.280
294.460	-369.421	286.318
294.500	-372.398	286.360
294.540	-362.226	286.398
294.580	-339.768	286.438
294.620	-304.603	286.480
294.660	-256.860	286.518
294.700	-199.820	286.556
294.740	-138.506	286.600
294.780	-72.338	286.641
294.820	-4.590	286.682
294.860	60.501	286.721
294.900	121.649	286.760
294.940	175.174	286.800
294.980	220.641	286.840
295.020	257.518	286.879
295.060	287.813	286.924
295.100	306.782	286.959
295.140	312.341	287.000
295.180	304.770	287.038
295.220	284.776	287.080
295.260	254.276	287.118
295.300	218.019	287.158
295.340	178.276	287.200
295.380	138.164	287.242
295.420	96.772	287.282
295.460	56.328	287.322
